iteration,mean,best,worst,bsf,bsfAdj,div,branch
00000001,00051242,00042431,00061338,00042431,00042431,0.88,0.00
00000002,00046857,00036445,00054132,00036445,00036445,0.88,0.00
00000003,00045361,00039168,00059821,00036445,00036445,0.80,0.00
00000004,00043166,00038787,00053024,00036445,00036445,0.80,0.00
00000005,00043334,00038787,00050684,00036445,00036445,0.80,0.00
00000006,00039798,00038787,00048155,00036445,00036445,0.50,0.00
00000007,00041151,00038787,00053993,00036445,00036445,0.68,0.00
00000008,00042634,00038855,00046238,00036445,00036445,0.73,0.00
00000009,00039737,00035914,00044036,00035914,00035914,0.47,0.00
00000010,00036169,00035328,00040889,00035328,00035328,0.13,0.00
00000011,00039303,00035328,00044816,00035328,00035328,0.75,0.00
00000012,00036390,00035328,00041345,00035328,00035328,0.45,0.00
00000013,00037024,00035328,00043000,00035328,00035328,0.67,0.00
00000014,00036256,00035328,00044619,00035328,00035328,0.14,0.00
00000015,00036320,00035328,00044619,00035328,00035328,0.18,0.00
00000016,00036214,00035328,00044619,00035328,00035328,0.11,0.00
00000017,00036587,00035328,00047584,00035328,00035328,0.16,0.00
00000018,00035515,00035328,00040333,00035328,00035328,0.03,0.00
00000019,00035962,00035328,00045916,00035328,00035328,0.10,0.00
00000020,00035428,00035328,00040333,00035328,00035328,0.01,0.00
00000021,00035670,00035328,00052427,00035328,00035328,0.04,0.00
00000022,00035605,00035328,00044195,00035328,00035328,0.04,0.00
00000023,00035428,00035328,00040333,00035328,00035328,0.01,0.00
00000024,00035505,00035328,00044195,00035328,00035328,0.03,0.00
00000025,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000026,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000027,00036233,00035328,00044014,00035328,00035328,0.23,0.00
00000028,00035729,00035328,00044026,00035328,00035328,0.11,0.00
00000029,00035695,00035328,00044195,00035328,00035328,0.10,0.00
00000030,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000031,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000032,00035503,00035328,00044107,00035328,00035328,0.04,0.00
00000033,00036581,00035328,00045775,00035328,00035328,0.18,0.00
00000034,00035428,00035328,00040333,00035328,00035328,0.01,0.00
00000035,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000036,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000037,00035502,00035328,00044026,00035328,00035328,0.04,0.00
00000038,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000039,00035759,00035328,00044107,00035328,00035328,0.07,0.00
00000040,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000041,00035502,00035328,00044026,00035328,00035328,0.04,0.00
00000042,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000043,00040968,00035328,00051665,00035328,00035328,0.51,0.00
00000044,00035502,00035328,00044026,00035328,00035328,0.04,0.00
00000045,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000046,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000047,00035486,00035328,00043253,00035328,00035328,0.03,0.00
00000048,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000049,00035579,00035328,00042897,00035328,00035328,0.05,0.00
00000050,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000051,00035502,00035328,00044026,00035328,00035328,0.04,0.00
00000052,00035509,00035328,00044375,00035328,00035328,0.04,0.00
00000053,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000054,00035442,00035328,00041038,00035328,00035328,0.01,0.00
00000055,00035618,00035328,00044107,00035328,00035328,0.05,0.00
00000056,00035908,00035328,00047333,00035328,00035328,0.03,0.00
00000057,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000058,00035723,00035328,00046392,00035328,00035328,0.04,0.00
00000059,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000060,00035328,00035328,00035328,00035328,00035328,0.00,0.00
00000061,00035717,00035328,00044107,00035328,00035328,0.05,0.00
