iteration,mean,best,worst,bsf,bsfAdj,div,branch
00000001,00038820,00035531,00047867,00035531,00035531,0.91,0.00
00000002,00035867,00032571,00043591,00032571,00032571,0.91,0.00
00000003,00035400,00031816,00044479,00031816,00031816,0.89,0.00
00000004,00034520,00030612,00040166,00030612,00030612,0.89,0.00
00000005,00033115,00030738,00038372,00030612,00030612,0.89,0.00
00000006,00033591,00030786,00039996,00030612,00030612,0.86,0.00
00000007,00034384,00030715,00045814,00030612,00030612,0.85,0.00
00000008,00033257,00030065,00038498,00030065,00030065,0.88,0.00
00000009,00033666,00030281,00040987,00030065,00030065,0.89,0.00
00000010,00032176,00028998,00038349,00028998,00028998,0.84,0.00
00000011,00031600,00028606,00037592,00028606,00028606,0.86,0.00
00000012,00031200,00028379,00038077,00028379,00028379,0.84,0.00
00000013,00030668,00027969,00036334,00027969,00027969,0.83,0.00
00000014,00030157,00028391,00035517,00027969,00027969,0.78,0.00
00000015,00030568,00028687,00036194,00027969,00027969,0.81,0.00
00000016,00030475,00028432,00039227,00027969,00027969,0.76,0.00
00000017,00031001,00028376,00035385,00027969,00027969,0.81,0.00
00000018,00030131,00027969,00034592,00027969,00027969,0.79,0.00
00000019,00029167,00028329,00034358,00027969,00027969,0.73,0.00
00000020,00029472,00028228,00031761,00027969,00027969,0.69,0.00
00000021,00028997,00027969,00034381,00027969,00027969,0.68,0.00
00000022,00028523,00027969,00029412,00027969,00027969,0.51,0.00
00000023,00028283,00027969,00029252,00027969,00027969,0.42,0.00
00000024,00028017,00027969,00029204,00027969,00027969,0.06,0.00
00000025,00027969,00027969,00027969,00027969,00027969,0.00,0.00
00000026,00027969,00027969,00027969,00027969,00027969,0.00,0.00
00000027,00028327,00027969,00034510,00027969,00027969,0.20,0.00
00000028,00028274,00027969,00034562,00027969,00027969,0.38,0.00
00000029,00027969,00027969,00027969,00027969,00027969,0.00,0.00
00000030,00028060,00027943,00031183,00027943,00027943,0.11,0.00
00000031,00027966,00027943,00027969,00027943,00027943,0.19,0.00
00000032,00028079,00027943,00033054,00027943,00027943,0.48,0.00
00000033,00027970,00027943,00028499,00027943,00027943,0.08,0.00
00000034,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000035,00028233,00027943,00031607,00027943,00027943,0.16,0.00
00000036,00027987,00027943,00029448,00027943,00027943,0.03,0.00
00000037,00028074,00027943,00032469,00027943,00027943,0.09,0.00
00000038,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000039,00028340,00027943,00034558,00027943,00027943,0.00,0.00
00000040,00028087,00027943,00029374,00027943,00027943,0.21,0.00
00000041,00027952,00027943,00028385,00027943,00027943,0.03,0.00
00000042,00028536,00027943,00030247,00027943,00027943,0.24,0.00
00000043,00028113,00027943,00030703,00027943,00027943,0.15,0.00
00000044,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000045,00028035,00027943,00030584,00027943,00027943,0.03,0.00
00000046,00027998,00027943,00029650,00027943,00027943,0.06,0.00
00000047,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000048,00028457,00027943,00034830,00027943,00027943,0.12,0.00
00000049,00029508,00027943,00039331,00027943,00027943,0.34,0.00
00000050,00028633,00027943,00031441,00027943,00027943,0.43,0.00
00000051,00028076,00027943,00031277,00027943,00027943,0.08,0.00
00000052,00029828,00027943,00035659,00027943,00027943,0.32,0.00
00000053,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000054,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000055,00028134,00027943,00035195,00027943,00027943,0.11,0.00
00000056,00028360,00027943,00031419,00027943,00027943,0.18,0.00
00000057,00028178,00027943,00034558,00027943,00027943,0.04,0.00
00000058,00028223,00027943,00032607,00027943,00027943,0.00,0.00
00000059,00027956,00027943,00028596,00027943,00027943,0.01,0.00
00000060,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000061,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000062,00028670,00027943,00033005,00027943,00027943,0.46,0.00
00000063,00028088,00027943,00033208,00027943,00027943,0.10,0.00
00000064,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000065,00028540,00027943,00041660,00027943,00027943,0.10,0.00
00000066,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000067,00028156,00027943,00037383,00027943,00027943,0.04,0.00
00000068,00028053,00027943,00031521,00027943,00027943,0.05,0.00
00000069,00028381,00027943,00033128,00027943,00027943,0.21,0.00
00000070,00027997,00027943,00029993,00027943,00027943,0.05,0.00
00000071,00028107,00027943,00030793,00027943,00027943,0.12,0.00
00000072,00028210,00027943,00034238,00027943,00027943,0.09,0.00
00000073,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000074,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000075,00028015,00027943,00030226,00027943,00027943,0.06,0.00
00000076,00027978,00027943,00029677,00027943,00027943,0.02,0.00
00000077,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000078,00028604,00027943,00034786,00027943,00027943,0.19,0.00
00000079,00028035,00027943,00030166,00027943,00027943,0.12,0.00
00000080,00028271,00027943,00032835,00027943,00027943,0.11,0.00
00000081,00028327,00027943,00034602,00027943,00027943,0.27,0.00
00000082,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000083,00027943,00027943,00027943,00027943,00027943,0.00,0.00
00000084,00031537,00027943,00041633,00027943,00027943,0.46,0.00
00000085,00027943,00027943,00027943,00027943,00027943,0.00,0.00
