iteration,mean,best,worst,bsf,div,branch,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29
00000001,00031188,00027327,00036255,00027325,0.94,0.76,00027814,00027040,00027340,00028505,00026156,00026681,00027697,00027994,00026752,00028030,00026810,00026803,00026252,00027456,00027423,00026429,00028243,00027190,00027447,00027025,00026948,00027850,00027724,00027129,00025926,00027756,00028163,00028490,00027488,00027206
00000002,00029845,00026527,00035181,00026491,0.88,0.63,00026843,00026451,00026055,00027137,00025760,00025839,00025486,00026845,00026752,00027612,00026245,00026405,00025178,00027373,00026891,00025724,00025814,00026615,00026275,00026898,00026533,00025949,00027614,00026643,00025926,00027756,00026013,00027671,00025951,00026483
00000003,00027916,00025861,00032623,00025839,0.66,0.55,00025699,00025626,00025158,00026161,00025300,00025839,00024964,00026126,00026684,00026896,00025996,00025882,00024539,00026698,00026127,00025556,00025153,00026207,00026070,00025882,00025560,00025863,00026229,00025761,00025746,00027224,00025604,00026370,00025012,00025267
00000004,00026800,00025517,00031165,00025516,0.49,0.57,00025394,00025594,00024694,00025905,00024807,00025839,00024903,00026123,00026426,00026831,00025206,00025882,00024315,00026523,00026059,00025005,00024695,00025554,00025946,00025772,00025443,00025158,00026229,00025283,00025574,00026274,00024731,00025976,00025012,00024350
00000005,00026407,00025334,00030726,00025334,0.42,0.60,00025143,00025387,00024559,00025800,00024807,00025839,00024700,00026008,00026307,00026831,00025206,00025882,00024308,00026364,00026059,00024966,00024558,00025525,00025427,00025738,00024627,00025136,00026022,00025283,00024821,00025550,00024611,00025697,00024665,00024205
00000006,00026372,00025229,00030971,00025229,0.43,0.61,00025143,00025387,00024559,00025800,00024723,00025839,00024371,00025995,00025983,00026702,00024610,00025882,00024208,00026333,00026046,00024735,00024492,00025375,00025427,00025544,00024562,00025105,00025923,00025152,00024808,00025550,00024431,00025326,00024665,00024205
00000007,00026232,00025116,00030943,00025115,0.38,0.61,00025143,00025375,00023649,00025755,00024687,00025839,00023822,00025938,00025983,00026702,00024610,00025882,00024079,00026333,00026046,00024626,00024492,00025313,00024749,00025544,00024562,00025105,00025923,00024938,00024808,00025550,00024375,00024827,00024614,00024205
00000008,00026125,00025051,00030904,00025050,0.38,0.60,00025143,00025375,00023649,00025343,00024568,00025704,00023822,00025938,00025404,00026702,00024610,00025882,00024079,00026333,00026010,00024626,00024489,00025050,00024749,00025544,00024562,00025105,00025903,00024877,00024808,00025267,00024333,00024827,00024614,00024205
00000009,00026170,00024943,00031166,00024942,0.39,0.60,00025143,00024750,00023649,00025254,00024315,00025281,00023745,00025938,00025230,00026655,00024610,00025731,00024079,00026308,00025655,00024626,00024489,00024955,00024749,00025544,00024562,00025048,00025320,00024877,00024808,00025267,00024071,00024827,00024614,00024177
00000010,00025958,00024853,00030568,00024853,0.37,0.60,00025143,00024395,00023649,00024853,00024260,00025166,00023380,00025598,00024926,00026655,00024610,00025731,00024079,00026308,00025619,00024626,00024489,00024880,00024589,00025504,00024547,00025048,00025155,00024877,00024743,00025267,00024071,00024827,00024614,00023983
