iteration,mean,best,worst,bsf,div,branch,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29
00000001,00047825,00042752,00056641,00041983,0.97,1.10,00042814,00041907,00042865,00041568,00040642,00042144,00042003,00041348,00044111,00042206,00042096,00040883,00040743,00043053,00042321,00042809,00042259,00039567,00042223,00042801,00042009,00042961,00041582,00041148,00042201,00042373,00041820,00041955,00042207,00040875
00000002,00047834,00043023,00056119,00041652,0.97,1.44,00042814,00041699,00042865,00041568,00040642,00042144,00042003,00041348,00042056,00040678,00042096,00040883,00040743,00043053,00041216,00041395,00040801,00039567,00042223,00042489,00042009,00042059,00041582,00040848,00042045,00042373,00041820,00041827,00041944,00040793
00000003,00047763,00042983,00055286,00041402,0.97,1.69,00042807,00041699,00042549,00041568,00040642,00042144,00042003,00041348,00042056,00040678,00040844,00040883,00040743,00043053,00041216,00040796,00040801,00039567,00040698,00042489,00042009,00042059,00041582,00040517,00041043,00041873,00041024,00041827,00040770,00040793
00000004,00047721,00042893,00055876,00041210,0.97,1.86,00041275,00041699,00042549,00041568,00040642,00041856,00042003,00041348,00041656,00040678,00040844,00040883,00040743,00040754,00041216,00040796,00040801,00039567,00040698,00042429,00042009,00042059,00041582,00040425,00041043,00040789,00041024,00041827,00040770,00040793
00000005,00047585,00042654,00055894,00040964,0.97,2.02,00041275,00041269,00042220,00041568,00040642,00041454,00042003,00040527,00041656,00040678,00040844,00040883,00040743,00040754,00041216,00040796,00040801,00039567,00040698,00042214,00041501,00040884,00040828,00040425,00041043,00040789,00039870,00041827,00039407,00040552
00000006,00047453,00042636,00055465,00040923,0.97,2.14,00041275,00041269,00041782,00041568,00040642,00041201,00041829,00040527,00041656,00040678,00040844,00040883,00040743,00040754,00041216,00040796,00040801,00039567,00040698,00042214,00041501,00040884,00040828,00040425,00041043,00040789,00039517,00041827,00039407,00040552
00000007,00047478,00042664,00055556,00040839,0.96,2.30,00041275,00041269,00041782,00041568,00040642,00041201,00041829,00040527,00041656,00040563,00040844,00040883,00040743,00040754,00041216,00040796,00040801,00039567,00040698,00040377,00041501,00040884,00040828,00039846,00041043,00040789,00039517,00041827,00039407,00040552
00000008,00047648,00042668,00055686,00040695,0.96,2.38,00041275,00041269,00040223,00040997,00040642,00041201,00041829,00040527,00041656,00040563,00040844,00040883,00040743,00040754,00041216,00040796,00040801,00039567,00040698,00040377,00041023,00040884,00040294,00039846,00041043,00040789,00039517,00041389,00039407,00039812
00000009,00047468,00042564,00055591,00040516,0.96,2.45,00040530,00040840,00040223,00040997,00040642,00040872,00041829,00040527,00041656,00039285,00040844,00040000,00040743,00040754,00041216,00040796,00040801,00039567,00039922,00040377,00040526,00040884,00040294,00039399,00041043,00040789,00039517,00041389,00039407,00039812
00000010,00047404,00042465,00056027,00040350,0.96,2.48,00040530,00040840,00040223,00039104,00040642,00040872,00041829,00040527,00040228,00039285,00040844,00040000,00040743,00040754,00041216,00040796,00040801,00039567,00039922,00040377,00040526,00040884,00040294,00038757,00040042,00040789,00039517,00041389,00039407,00039812
00000011,00047300,00042326,00055674,00040316,0.96,2.49,00040530,00040840,00040223,00039104,00040642,00040872,00041829,00040527,00040228,00039285,00040844,00040000,00040743,00040148,00041216,00040796,00040801,00039567,00039922,00040377,00040526,00040884,00040294,00038757,00040042,00040382,00039517,00041389,00039407,00039812
00000012,00047325,00042444,00055642,00040279,0.96,2.46,00040530,00040840,00040223,00039104,00040642,00040872,00041829,00040527,00040228,00038559,00040836,00040000,00040743,00040148,00041216,00040796,00040801,00039567,00039922,00040201,00040526,00040884,00040099,00038757,00040042,00040382,00039517,00041389,00039407,00039812
00000013,00047186,00042254,00055252,00040220,0.96,2.45,00040530,00040840,00040223,00039104,00040585,00040686,00041829,00040527,00040228,00038559,00040272,00040000,00040743,00040148,00041216,00040796,00040801,00039567,00039922,00040201,00040135,00040884,00039500,00038757,00040042,00040382,00039517,00041389,00039407,00039812
00000014,00047195,00042407,00055501,00040164,0.95,2.50,00040530,00040840,00040223,00039104,00040585,00040686,00041649,00040527,00040228,00038559,00040272,00039742,00040743,00040148,00041216,00040796,00039841,00039567,00039922,00040201,00040135,00040884,00039367,00038757,00040042,00040382,00039517,00041239,00039407,00039812
00000015,00047097,00042382,00055243,00040164,0.95,2.51,00040530,00040840,00040223,00039104,00040585,00040686,00041649,00040527,00040228,00038559,00040272,00039742,00040743,00040148,00041216,00040796,00039841,00039567,00039922,00040201,00040135,00040884,00039367,00038757,00040042,00040382,00039517,00041239,00039407,00039812
00000016,00047163,00042320,00055182,00040144,0.95,2.52,00040530,00040840,00040223,00039104,00040585,00040686,00041649,00040527,00040228,00038559,00040272,00039742,00040743,00040148,00041216,00040759,00039841,00039567,00039366,00040201,00040135,00040884,00039367,00038757,00040042,00040382,00039517,00041239,00039407,00039812
00000017,00047145,00042277,00054953,00040124,0.95,2.53,00040485,00040840,00040223,00039104,00040421,00040310,00041649,00040527,00040228,00038559,00040272,00039742,00040743,00040148,00041216,00040759,00039841,00039567,00039366,00040201,00040135,00040884,00039367,00038757,00040042,00040382,00039517,00041239,00039407,00039812
