iteration,mean,best,worst,bsf,bsfAdj,div,branch
00000000,00115195,00094912,00135011,00065234,00065234,0.95,0.98
00000001,00113564,00093986,00134969,00065234,00065234,0.95,1.41
00000002,00113467,00095263,00135920,00065234,00065234,0.95,1.41
00000003,00113568,00094086,00134984,00065234,00065234,0.95,1.41
00000004,00112650,00094721,00132765,00065234,00065234,0.95,1.41
00000005,00114064,00094214,00133617,00065234,00065234,0.95,1.45
00000006,00113516,00093984,00132942,00065234,00065234,0.95,1.50
00000007,00112814,00094551,00131879,00065234,00065234,0.95,1.59
00000008,00113159,00093567,00133234,00065234,00065234,0.95,1.63
00000009,00113111,00093963,00134783,00065234,00065234,0.95,1.65
00000010,00113199,00093882,00131963,00065234,00065234,0.95,1.64
00000011,00112462,00093904,00133696,00065234,00065234,0.95,1.61
00000012,00112729,00094139,00132538,00065234,00065234,0.95,1.54
00000013,00112158,00094469,00133183,00065234,00065234,0.95,1.42
00000014,00111890,00092028,00132627,00065234,00065234,0.95,1.32
00000015,00112176,00093745,00133398,00065234,00065234,0.95,1.21
00000016,00111503,00092518,00133329,00065234,00065234,0.95,1.14
00000017,00111899,00093687,00131533,00065234,00065234,0.95,1.09
00000018,00111702,00093292,00131652,00065234,00065234,0.95,0.98
00000019,00111812,00093783,00132327,00065234,00065234,0.95,0.94
00000020,00111025,00091575,00131259,00065234,00065234,0.95,0.92
00000021,00111118,00092921,00131866,00065234,00065234,0.95,0.91
00000022,00111788,00092551,00132128,00065234,00065234,0.95,0.91
00000023,00111857,00092486,00131726,00065234,00065234,0.95,0.91
00000024,00111385,00093148,00130436,00065234,00065234,0.95,0.90
00000025,00111431,00091990,00132812,00065234,00065234,0.95,1.04
00000026,00110901,00093271,00133187,00065234,00065234,0.95,0.98
00000027,00111060,00092162,00134386,00065234,00065234,0.95,0.95
00000028,00110704,00091348,00131789,00065234,00065234,0.95,0.94
00000029,00110519,00091566,00130740,00065234,00065234,0.95,0.93
00000030,00110296,00091290,00131574,00065234,00065234,0.95,0.93
00000031,00109789,00091571,00129401,00065234,00065234,0.95,0.92
00000032,00109980,00091809,00132105,00065234,00065234,0.95,0.92
00000033,00109828,00091203,00130011,00065234,00065234,0.95,0.91
00000034,00109739,00089584,00130175,00065234,00065234,0.95,0.91
00000035,00109552,00090377,00129052,00065234,00065234,0.95,0.90
00000036,00108620,00089462,00128340,00065234,00065234,0.95,0.90
00000037,00109647,00091227,00129445,00065234,00065234,0.95,0.90
00000038,00109427,00089657,00130988,00065234,00065234,0.95,0.90
00000039,00109019,00091173,00130380,00065234,00065234,0.95,0.89
00000040,00108939,00088704,00129184,00065234,00065234,0.95,0.87
00000041,00108664,00090744,00127828,00065234,00065234,0.95,0.86
00000042,00109076,00091000,00129602,00065234,00065234,0.95,0.86
00000043,00107562,00088882,00128041,00065234,00065234,0.95,0.86
00000044,00108187,00088682,00128603,00065234,00065234,0.95,0.86
00000045,00107905,00088999,00129050,00065234,00065234,0.95,0.86
00000046,00108380,00088709,00129143,00065234,00065234,0.95,0.86
00000047,00107439,00088170,00127873,00065234,00065234,0.95,0.85
00000048,00108114,00088842,00128412,00065234,00065234,0.95,0.83
00000049,00106876,00088666,00126629,00065234,00065234,0.95,0.81
00000050,00107511,00088670,00129677,00065234,00065234,0.95,0.82
00000051,00105838,00087441,00126466,00065234,00065234,0.95,0.81
00000052,00107379,00088661,00128873,00065234,00065234,0.95,0.80
00000053,00107477,00088840,00129567,00065234,00065234,0.95,0.79
00000054,00106590,00087716,00126999,00065234,00065234,0.95,0.78
00000055,00106376,00088477,00127045,00065234,00065234,0.95,0.76
00000056,00106544,00088198,00127566,00065234,00065234,0.95,0.75
00000057,00105780,00088122,00124229,00065234,00065234,0.95,0.72
00000058,00105655,00086311,00126401,00065234,00065234,0.95,0.71
00000059,00105780,00087000,00126123,00065234,00065234,0.95,0.70
00000060,00105554,00087828,00126003,00065234,00065234,0.95,0.68
00000061,00105052,00086890,00125653,00065234,00065234,0.95,0.67
00000062,00105614,00086741,00126390,00065234,00065234,0.95,0.66
00000063,00104856,00085819,00125436,00065234,00065234,0.95,0.65
00000064,00104732,00086703,00124843,00065234,00065234,0.95,0.60
00000065,00105259,00087619,00126609,00065234,00065234,0.95,0.59
00000066,00104606,00086530,00124150,00065234,00065234,0.95,0.58
00000067,00104547,00085633,00124907,00065234,00065234,0.95,0.58
00000068,00104186,00085490,00124398,00065234,00065234,0.95,0.57
00000069,00104207,00085761,00124152,00065234,00065234,0.95,0.56
00000070,00104313,00086141,00124333,00065234,00065234,0.95,0.54
00000071,00103581,00085894,00123865,00065234,00065234,0.95,0.53
00000072,00103183,00084364,00122186,00065234,00065234,0.95,0.52
00000073,00103473,00084444,00124226,00065234,00065234,0.95,0.52
00000074,00102684,00084607,00122573,00065234,00065234,0.95,0.51
00000075,00102940,00083402,00124398,00065234,00065234,0.95,0.53
00000076,00102298,00084417,00122308,00065234,00065234,0.95,0.53
00000077,00102441,00084593,00121705,00065234,00065234,0.95,0.52
00000078,00102448,00083711,00123773,00065234,00065234,0.95,0.52
00000079,00101841,00083560,00122478,00065234,00065234,0.94,0.52
00000080,00102425,00082753,00121669,00065234,00065234,0.94,0.52
00000081,00101111,00082380,00122037,00065234,00065234,0.94,0.52
00000082,00101782,00082999,00122905,00065234,00065234,0.95,0.51
00000083,00101364,00084019,00121037,00065234,00065234,0.95,0.51
00000084,00100689,00081433,00120369,00065234,00065234,0.94,0.51
00000085,00100758,00082904,00120221,00065234,00065234,0.94,0.51
00000086,00100734,00082830,00121268,00065234,00065234,0.94,0.51
00000087,00100474,00082044,00120608,00065234,00065234,0.94,0.50
00000088,00100009,00082244,00121004,00065234,00065234,0.94,0.50
00000089,00100550,00080821,00121955,00065234,00065234,0.94,0.50
00000090,00100133,00081520,00121246,00065234,00065234,0.94,0.50
00000091,00100384,00082806,00119041,00065234,00065234,0.94,0.50
00000092,00099024,00081053,00119909,00065234,00065234,0.94,0.50
00000093,00099603,00081295,00119639,00065234,00065234,0.94,0.50
00000094,00099292,00081457,00121115,00065234,00065234,0.94,0.50
00000095,00099004,00079606,00119287,00065234,00065234,0.94,0.50
00000096,00098731,00081509,00117707,00065234,00065234,0.94,0.50
00000097,00098743,00080566,00119360,00065234,00065234,0.94,0.50
00000098,00097578,00080918,00117138,00065234,00065234,0.94,0.50
00000099,00097880,00079956,00116010,00065226,00065226,0.94,0.50
00000100,00097886,00080399,00117553,00065226,00065226,0.94,0.50
00000101,00097783,00078877,00116869,00065226,00065226,0.94,0.50
00000102,00097311,00078535,00118484,00065226,00065226,0.94,0.50
00000103,00097301,00079678,00117506,00065226,00065226,0.94,0.50
00000104,00096463,00078232,00117683,00065223,00065223,0.94,0.51
00000105,00096277,00078593,00115113,00065223,00065223,0.94,0.51
00000106,00096457,00079225,00116726,00065223,00065223,0.94,0.51
00000107,00096422,00078886,00116890,00065223,00065223,0.94,0.51
00000108,00096101,00078534,00116041,00065223,00065223,0.94,0.51
00000109,00095955,00077871,00117243,00065223,00065223,0.93,0.51
00000110,00095323,00076655,00115633,00065223,00065223,0.94,0.51
00000111,00095330,00076526,00115696,00065223,00065223,0.93,0.51
00000112,00094702,00076001,00115397,00065223,00065223,0.93,0.51
00000113,00094556,00076433,00114390,00065223,00065223,0.93,0.51
00000114,00094533,00077374,00114140,00065223,00065223,0.94,0.51
00000115,00094437,00074912,00113960,00065223,00065223,0.94,0.51
00000116,00094292,00076497,00115390,00065223,00065223,0.93,0.51
00000117,00093946,00075875,00114041,00065223,00065223,0.93,0.51
00000118,00093208,00074854,00114285,00065223,00065223,0.93,0.51
00000119,00093815,00076731,00113918,00065223,00065223,0.93,0.51
00000120,00093798,00075494,00115215,00065223,00065223,0.93,0.51
00000121,00092896,00074430,00112688,00065208,00065208,0.93,0.51
00000122,00092017,00074698,00112417,00065208,00065208,0.93,0.51
00000123,00092601,00074404,00112650,00065101,00065101,0.93,0.51
00000124,00091967,00074066,00112130,00065101,00065101,0.93,0.51
00000125,00092291,00074757,00111305,00065101,00065101,0.93,0.51
00000126,00092216,00075645,00111165,00065101,00065101,0.93,0.51
