iteration,mean,best,worst,bsf,bsfAdj,div,branch
00000001,00093066,00081886,00102494,00081886,00081886,0.98,1.71
00000002,00092731,00082156,00102062,00080277,00080277,0.98,2.51
00000003,00092459,00083928,00102561,00080277,00080277,0.98,3.05
00000004,00092630,00082672,00105079,00080277,00080277,0.98,3.53
00000005,00091648,00080953,00102974,00079555,00079555,0.98,4.01
00000006,00092665,00082631,00103952,00079552,00079552,0.98,4.42
00000007,00091292,00082106,00102834,00079481,00079481,0.98,4.75
00000008,00091984,00082129,00102827,00079481,00079481,0.98,5.01
00000009,00091594,00080819,00099210,00079481,00079481,0.98,5.20
00000010,00090935,00079654,00100985,00078726,00078726,0.98,5.36
00000011,00090981,00080952,00101506,00078726,00078726,0.98,5.31
00000012,00090607,00080683,00102090,00078284,00078284,0.98,5.26
00000013,00090762,00081603,00102103,00078284,00078284,0.98,5.08
00000014,00091376,00080656,00101513,00078006,00078006,0.98,5.00
00000015,00090893,00081306,00101623,00077719,00077719,0.98,4.90
00000016,00090684,00080426,00103235,00077508,00077508,0.98,4.88
00000017,00090234,00079531,00101200,00077450,00077450,0.98,4.95
00000018,00089910,00080743,00099969,00077450,00077450,0.98,4.98
00000019,00089202,00077391,00099946,00076904,00076904,0.98,5.08
00000020,00088979,00079445,00099559,00076555,00076555,0.98,5.16
00000021,00089602,00078921,00099397,00076555,00076555,0.98,5.19
00000022,00088955,00079728,00099576,00076536,00076536,0.98,5.21
00000023,00088503,00079151,00099409,00076536,00076536,0.98,5.21
00000024,00089226,00079478,00098610,00076536,00076536,0.98,5.19
00000025,00088853,00078481,00101393,00075974,00075974,0.98,5.21
00000026,00087999,00076135,00098527,00075095,00075095,0.98,5.22
00000027,00088549,00078411,00099343,00075095,00075095,0.98,5.21
00000028,00087709,00076318,00100333,00074432,00074432,0.98,5.21
00000029,00088739,00077101,00098308,00074289,00074289,0.98,5.22
00000030,00086777,00076193,00098207,00073781,00073781,0.98,5.24
00000031,00087653,00077422,00099436,00073781,00073781,0.98,5.26
00000032,00085950,00075823,00095002,00073714,00073714,0.98,5.26
00000033,00087072,00078553,00097001,00073714,00073714,0.98,5.27
00000034,00086827,00076142,00098087,00073024,00073024,0.98,5.27
00000035,00086945,00078059,00097003,00073024,00073024,0.98,5.26
00000036,00087146,00076985,00098087,00072810,00072810,0.98,5.26
00000037,00086554,00077587,00097086,00072810,00072810,0.98,5.23
00000038,00086404,00076988,00096762,00072594,00072594,0.98,5.24
00000039,00086786,00076572,00099527,00072594,00072594,0.98,5.24
00000040,00085732,00075936,00097893,00072307,00072307,0.98,5.24
00000041,00085134,00075955,00096129,00072307,00072307,0.97,5.23
00000042,00085085,00074399,00094673,00072307,00072307,0.97,5.22
00000043,00084888,00075394,00096528,00072307,00072307,0.97,5.19
00000044,00085805,00076702,00096739,00072307,00072307,0.97,5.17
00000045,00084735,00075033,00094752,00072053,00072053,0.97,5.15
00000046,00085555,00076276,00096774,00071686,00071686,0.97,5.16
00000047,00084685,00074253,00094071,00071686,00071686,0.97,5.11
00000048,00084070,00073996,00093830,00071101,00071101,0.97,5.09
00000049,00084738,00074600,00096027,00070939,00070939,0.97,5.06
00000050,00084261,00073812,00095197,00070100,00070100,0.97,5.07
00000051,00084017,00075762,00093820,00069767,00069767,0.97,5.04
00000052,00083358,00072867,00092966,00069767,00069767,0.97,5.00
00000053,00084548,00074773,00098116,00069567,00069567,0.97,4.99
00000054,00083714,00074356,00094155,00069567,00069567,0.97,4.96
00000055,00083628,00075478,00096086,00069567,00069567,0.97,4.92
00000056,00083102,00073752,00095431,00069082,00069082,0.97,4.91
00000057,00082402,00074880,00091093,00069082,00069082,0.97,4.88
00000058,00082831,00073145,00091389,00069082,00069082,0.97,4.84
00000059,00082968,00074331,00092515,00069082,00069082,0.97,4.81
00000060,00083358,00074353,00094219,00069082,00069082,0.97,4.78
00000061,00083132,00074241,00093693,00069082,00069082,0.97,4.77
00000062,00083458,00075066,00093097,00069082,00069082,0.97,4.73
00000063,00083428,00073569,00092620,00069082,00069082,0.97,4.69
00000064,00083121,00072964,00093799,00069082,00069082,0.97,4.67
00000065,00082027,00072588,00092431,00069082,00069082,0.97,4.64
00000066,00081664,00072394,00091846,00069082,00069082,0.97,4.60
00000067,00081852,00072011,00091175,00069082,00069082,0.97,4.58
00000068,00081609,00072267,00091471,00069082,00069082,0.97,4.55
00000069,00082740,00073445,00092251,00069082,00069082,0.97,4.51
00000070,00081599,00070753,00092588,00069079,00069079,0.97,4.52
00000071,00081409,00072664,00092160,00069060,00069060,0.97,4.53
00000072,00081943,00072415,00090516,00069060,00069060,0.97,4.53
00000073,00082124,00072484,00091867,00069060,00069060,0.97,4.52
00000074,00082111,00072958,00090120,00068962,00068962,0.97,4.49
00000075,00080889,00071157,00090931,00068609,00068609,0.97,4.49
00000076,00080197,00070707,00089951,00067988,00067988,0.97,4.48
00000077,00081592,00072295,00091928,00067988,00067988,0.97,4.48
00000078,00080938,00070675,00090566,00067779,00067779,0.97,4.46
00000079,00080636,00071791,00093213,00067779,00067779,0.97,4.45
00000080,00080222,00070031,00091635,00067760,00067760,0.97,4.45
00000081,00079069,00069683,00088982,00067687,00067687,0.97,4.44
00000082,00079733,00070013,00088883,00066970,00066942,0.96,4.45
00000083,00079992,00068929,00089479,00066970,00066942,0.97,4.44
00000084,00079918,00070589,00089885,00066851,00066822,0.97,4.43
00000085,00079744,00070499,00089565,00066851,00066822,0.96,4.43
00000086,00079435,00068918,00088990,00066831,00066802,0.96,4.42
00000087,00079529,00069616,00089487,00065925,00065896,0.96,4.42
00000088,00078923,00069500,00088726,00065925,00065896,0.96,4.40
00000089,00078947,00069725,00088610,00065723,00065695,0.96,4.38
00000090,00078695,00070298,00087468,00065723,00065695,0.96,4.38
00000091,00078390,00069623,00087470,00065723,00065695,0.96,4.35
00000092,00078448,00068707,00089227,00065621,00065592,0.96,4.35
00000093,00077814,00069249,00086864,00065621,00065592,0.96,4.34
00000094,00078246,00066851,00089320,00064889,00064860,0.96,4.34
00000095,00078356,00067787,00089183,00064889,00064860,0.96,4.32
00000096,00078315,00069234,00088318,00064889,00064860,0.96,4.31
00000097,00077966,00068362,00087139,00064184,00064156,0.96,4.30
00000098,00077257,00067894,00087061,00064184,00064156,0.96,4.29
00000099,00078134,00069074,00087706,00064184,00064156,0.96,4.27
00000100,00077812,00070382,00088846,00064184,00064156,0.96,4.27
00000101,00078049,00069322,00087906,00064184,00064156,0.96,4.26
00000102,00077824,00069420,00087652,00064184,00064156,0.96,4.24
00000103,00076838,00066258,00087867,00064145,00064116,0.96,4.23
00000104,00076959,00067171,00089021,00064145,00064116,0.96,4.21
00000105,00077349,00068569,00087393,00064145,00064116,0.96,4.20
00000106,00077337,00067499,00085774,00063954,00063925,0.96,4.17
00000107,00076516,00067487,00086282,00063954,00063925,0.96,4.16
00000108,00077478,00068115,00088458,00063954,00063925,0.96,4.14
00000109,00077023,00069312,00087645,00063954,00063925,0.96,4.11
00000110,00077199,00067631,00085017,00063954,00063925,0.96,4.09
00000111,00077667,00068312,00087292,00063954,00063925,0.96,4.07
