iteration,mean,best,worst,bsf,bsfAdj,div,branch
00000001,00059383,00053688,00066027,00051996,00051996,0.96,0.50
00000002,00059849,00054844,00066652,00051996,00051996,0.96,0.50
00000003,00060217,00053763,00069225,00051996,00051996,0.96,0.50
00000004,00059067,00051879,00066742,00051879,00051879,0.96,0.91
00000005,00059180,00054173,00068896,00051879,00051879,0.96,0.91
00000006,00060714,00050803,00067707,00050803,00050803,0.96,1.25
00000007,00060483,00051298,00066719,00050803,00050803,0.96,1.25
00000008,00060110,00052850,00068720,00050803,00050803,0.96,1.25
00000009,00059528,00051706,00067920,00050803,00050803,0.96,1.25
00000010,00059379,00054083,00065977,00050803,00050803,0.96,1.25
00000011,00059250,00049483,00064116,00049483,00049483,0.96,1.52
00000012,00058777,00051512,00065848,00049483,00049483,0.96,1.52
00000013,00060390,00051771,00067931,00049483,00049483,0.96,1.52
00000014,00058480,00050058,00065254,00049483,00049483,0.95,1.52
00000015,00059171,00051344,00069856,00049483,00049483,0.96,1.52
00000016,00060167,00052008,00067434,00049483,00049483,0.96,1.52
00000017,00060514,00053648,00065007,00049483,00049483,0.96,1.52
00000018,00060613,00054702,00065926,00049483,00049483,0.96,1.52
00000019,00058914,00047165,00069220,00047165,00047165,0.96,1.82
00000020,00059785,00052755,00067168,00047165,00047165,0.96,1.82
00000021,00058602,00052724,00067140,00047165,00047165,0.96,1.82
00000022,00059002,00049080,00065700,00047165,00047165,0.96,1.82
00000023,00061067,00053841,00071693,00047165,00047165,0.96,1.82
00000024,00060867,00054735,00069984,00047165,00047165,0.96,1.82
00000025,00059308,00051010,00067471,00047165,00047165,0.96,2.08
00000026,00059103,00051950,00067867,00047165,00047165,0.96,2.08
00000027,00058717,00052069,00067139,00047165,00047165,0.96,2.08
00000028,00059930,00053439,00065144,00047165,00047165,0.96,2.08
00000029,00058280,00045449,00068213,00045449,00045449,0.96,2.28
00000030,00058131,00051504,00066509,00045449,00045449,0.96,2.27
00000031,00060561,00053129,00070726,00045449,00045449,0.96,2.26
00000032,00058968,00046489,00066355,00045449,00045449,0.96,2.26
00000033,00059389,00051164,00065837,00045449,00045449,0.96,2.24
00000034,00058669,00051696,00065859,00045449,00045449,0.96,2.24
00000035,00059106,00050670,00067406,00045449,00045449,0.96,2.22
00000036,00058196,00051493,00067114,00045449,00045449,0.96,2.21
00000037,00057400,00050313,00064818,00045449,00045449,0.96,2.18
00000038,00057254,00050067,00062694,00045449,00045449,0.96,2.16
00000039,00058431,00051387,00066678,00045449,00045449,0.96,2.13
