iteration,mean,best,worst,bsf,bsfAdj,div,branch
00000001,00047024,00039917,00055213,00039080,00039080,0.94,1.82
00000002,00045705,00039208,00053849,00038335,00038335,0.94,2.27
00000003,00048097,00040403,00060205,00038335,00038335,0.94,2.55
00000004,00047009,00041287,00056747,00038335,00038335,0.94,2.82
00000005,00046354,00041354,00051624,00038335,00038335,0.94,2.98
00000006,00046698,00040564,00057439,00038335,00038335,0.93,3.07
00000007,00046380,00041282,00055383,00038335,00038335,0.94,3.11
00000008,00047183,00041554,00057810,00038335,00038335,0.93,3.15
00000009,00046010,00040108,00057703,00038335,00038335,0.94,3.10
00000010,00046239,00040088,00058031,00038335,00038335,0.93,3.10
00000011,00046548,00040075,00057981,00038174,00038174,0.93,3.18
00000012,00046422,00041620,00058694,00038174,00038174,0.93,3.23
00000013,00045800,00039604,00055557,00038174,00038174,0.93,3.29
00000014,00046143,00039915,00056742,00038174,00038174,0.94,3.27
00000015,00045481,00039628,00056125,00037410,00037410,0.93,3.32
00000016,00047313,00041678,00054342,00037410,00037410,0.94,3.26
00000017,00047185,00040463,00058293,00037410,00037410,0.93,3.29
00000018,00046253,00039247,00059133,00037410,00037410,0.93,3.29
00000019,00045737,00040203,00054078,00037410,00037410,0.93,3.33
00000020,00046121,00039317,00058112,00037410,00037410,0.94,3.36
00000021,00045657,00039315,00054073,00037410,00037410,0.94,3.38
00000022,00045602,00039407,00054324,00037410,00037410,0.94,3.38
00000023,00045951,00039294,00058801,00037410,00037410,0.93,3.34
00000024,00046005,00040538,00055736,00037410,00037410,0.94,3.37
00000025,00046461,00039825,00058895,00037410,00037410,0.93,3.35
00000026,00045883,00039447,00052908,00037410,00037410,0.93,3.32
00000027,00046141,00039986,00053534,00037410,00037410,0.93,3.27
00000028,00046781,00040554,00055564,00037410,00037410,0.93,3.27
00000029,00045815,00039185,00052636,00037410,00037410,0.94,3.25
00000030,00045451,00040564,00053817,00037410,00037410,0.93,3.23
00000031,00045525,00039585,00059262,00037410,00037410,0.94,3.23
00000032,00045681,00040157,00055612,00037410,00037410,0.94,3.18
00000033,00046198,00039292,00060527,00037410,00037410,0.94,3.24
00000034,00046017,00038681,00054072,00037410,00037410,0.93,3.18
00000035,00046772,00039766,00057014,00037410,00037410,0.93,3.17
00000036,00046313,00037759,00055361,00037209,00037209,0.93,3.20
00000037,00046046,00040999,00055916,00037209,00037209,0.94,3.16
00000038,00044880,00037639,00052299,00036916,00036916,0.93,3.16
00000039,00045463,00039682,00057696,00036916,00036916,0.93,3.21
00000040,00045800,00039547,00057768,00036916,00036916,0.93,3.23
00000041,00045182,00039290,00056388,00036916,00036916,0.94,3.25
00000042,00045301,00039375,00053881,00036916,00036916,0.94,3.22
00000043,00046352,00039809,00056786,00036916,00036916,0.94,3.19
00000044,00045698,00039969,00055252,00036916,00036916,0.93,3.20
00000045,00044890,00038752,00052002,00036916,00036916,0.93,3.24
00000046,00045111,00039398,00059884,00036916,00036916,0.93,3.24
00000047,00044452,00039035,00052969,00036916,00036916,0.93,3.24
00000048,00045640,00038958,00060426,00036916,00036916,0.94,3.23
00000049,00045694,00039066,00055695,00036916,00036916,0.94,3.23
00000050,00044968,00038652,00051954,00036916,00036916,0.93,3.22
00000051,00045376,00039585,00054294,00036916,00036916,0.93,3.22
00000052,00045427,00038681,00054744,00036916,00036916,0.93,3.23
00000053,00044750,00038005,00060167,00036916,00036916,0.93,3.24
00000054,00044636,00037702,00056857,00036916,00036916,0.93,3.22
00000055,00045158,00039214,00054430,00036916,00036916,0.93,3.20
00000056,00045137,00038739,00054987,00036813,00036813,0.93,3.18
00000057,00044326,00038933,00058670,00036813,00036813,0.93,3.16
00000058,00046042,00039786,00057214,00036813,00036813,0.93,3.16
00000059,00045643,00039660,00054914,00036645,00036645,0.93,3.18
00000060,00044347,00039381,00055535,00036645,00036645,0.94,3.18
00000061,00045006,00038139,00057319,00036645,00036645,0.94,3.16
00000062,00046275,00040536,00057234,00036645,00036645,0.93,3.16
00000063,00044893,00040377,00054158,00036645,00036645,0.93,3.14
00000064,00045598,00038855,00055244,00036645,00036645,0.93,3.13
00000065,00044269,00038908,00052335,00036645,00036645,0.93,3.13
00000066,00044624,00037770,00055551,00035189,00035189,0.93,3.13
00000067,00045406,00039169,00055954,00035189,00035189,0.93,3.09
00000068,00044215,00037031,00052226,00035189,00035189,0.93,3.05
00000069,00045102,00038310,00055748,00035189,00035189,0.93,3.04
00000070,00045390,00037934,00056683,00035189,00035189,0.94,3.04
00000071,00045114,00038054,00054528,00035189,00035189,0.93,3.01
00000072,00045582,00037774,00060120,00035189,00035189,0.93,3.03
00000073,00045015,00039006,00054024,00035189,00035189,0.93,3.03
00000074,00044909,00037118,00056459,00035189,00035189,0.93,3.02
00000075,00044636,00035620,00054948,00035189,00035189,0.93,3.01
00000076,00044326,00038723,00053097,00035189,00035189,0.93,2.99
00000077,00043992,00038005,00052072,00035189,00035189,0.93,3.00
00000078,00045086,00039217,00055041,00035189,00035189,0.93,2.98
00000079,00044083,00038698,00057972,00035189,00035189,0.93,2.99
00000080,00044318,00038329,00057588,00035189,00035189,0.93,2.99
00000081,00044387,00037064,00055773,00035189,00035189,0.93,2.98
00000082,00043782,00038647,00050945,00035189,00035189,0.93,2.99
00000083,00043905,00036913,00055051,00035189,00035189,0.93,3.00
00000084,00044613,00038028,00055675,00035189,00035189,0.93,3.00
00000085,00044041,00038366,00056789,00035189,00035189,0.93,2.96
00000086,00044221,00037714,00057315,00035189,00035189,0.93,2.95
00000087,00042825,00037132,00057770,00035189,00035189,0.93,2.92
00000088,00043679,00038464,00054388,00035189,00035189,0.93,2.95
00000089,00043864,00038368,00051549,00035189,00035189,0.93,2.94
00000090,00044662,00037767,00061468,00035189,00035189,0.93,2.94
00000091,00043436,00037346,00058147,00035189,00035189,0.93,2.94
00000092,00043956,00037713,00054029,00034665,00034665,0.93,2.94
