iteration,mean,best,worst,bsf,div,branch,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29
00000001,00044796,00038482,00053362,00038482,0.96,0.83,00039012,00038170,00038774,00040494,00038427,00039577,00037073,00037190,00037774,00034408,00037718,00038874,00038752,00039062,00039079,00037414,00038875,00038762,00038190,00039245,00037365,00039012,00038623,00039080,00039649,00039690,00038002,00040236,00038498,00037442
00000002,00042933,00036926,00050813,00036819,0.91,0.66,00035432,00037414,00036347,00035912,00038181,00038786,00034643,00037190,00036130,00033258,00036829,00036508,00036265,00037648,00037987,00037414,00038875,00037963,00036587,00037520,00035985,00035492,00035789,00037673,00036947,00037452,00037808,00037663,00036041,00036847
00000003,00040843,00036007,00049183,00035992,0.79,0.56,00034836,00036103,00036313,00034828,00035667,00036012,00034643,00036876,00035572,00032853,00036121,00036412,00035294,00037027,00037987,00036242,00038659,00037526,00033979,00036858,00034854,00035492,00035606,00036504,00035500,00036588,00037079,00037094,00035785,00035470
00000004,00037959,00035283,00045328,00035282,0.51,0.55,00034509,00034793,00034978,00034097,00034600,00034532,00034141,00035613,00034901,00032853,00036121,00035857,00034768,00036801,00037159,00036113,00036292,00037129,00033979,00035459,00034483,00035492,00035499,00034856,00033784,00035463,00037079,00036231,00035718,00035173
00000005,00037339,00035119,00044696,00035089,0.45,0.57,00034509,00034406,00034978,00033905,00034457,00034387,00033184,00035613,00034901,00032853,00036121,00035857,00034487,00036796,00036519,00035935,00036292,00035973,00033979,00035459,00034483,00035367,00035332,00034749,00033498,00035007,00036829,00035920,00035718,00035173
00000006,00037212,00034926,00044624,00034925,0.43,0.56,00034509,00034406,00034978,00033742,00034328,00034387,00032893,00035567,00034901,00032853,00035737,00035350,00033495,00036558,00036519,00035808,00036292,00035509,00033979,00035459,00034483,00035367,00035332,00034749,00033498,00035007,00036707,00035555,00035268,00034529
00000007,00036901,00034794,00044363,00034782,0.42,0.58,00034509,00034406,00034964,00033381,00033823,00033976,00032833,00035567,00034901,00032853,00035485,00035350,00033495,00036558,00036216,00035808,00036292,00035509,00033671,00035252,00034483,00035367,00035332,00034635,00033498,00034089,00036707,00035555,00034462,00034485
00000008,00036775,00034717,00044283,00034710,0.42,0.58,00034509,00034406,00034680,00033381,00033823,00033635,00032833,00035567,00034901,00032853,00035385,00035229,00033444,00036348,00036216,00035714,00036292,00035318,00033671,00035252,00034483,00035367,00035332,00034423,00033428,00033610,00036707,00035555,00034462,00034485
00000009,00036941,00034511,00044964,00034510,0.45,0.58,00034029,00034122,00034302,00033289,00033750,00033635,00032833,00035567,00034901,00032500,00034755,00035061,00033444,00036348,00036008,00035714,00036292,00035318,00032153,00035252,00034461,00035189,00034608,00034423,00033428,00033610,00036567,00034815,00034462,00034485
00000010,00036670,00034389,00044784,00034388,0.45,0.57,00033728,00034122,00034302,00032786,00033750,00033635,00032764,00035437,00034669,00032322,00034755,00034655,00033070,00036348,00036008,00035714,00036154,00035318,00032090,00035252,00034461,00034815,00034608,00034407,00033428,00033610,00035779,00034724,00034462,00034485
00000011,00051969,00048826,00059451,00034388,0.46,0.56,00033728,00034122,00034302,00032786,00033750,00033635,00032764,00035437,00034669,00032322,00034755,00034655,00033070,00036348,00036008,00035714,00036154,00035318,00032090,00035252,00034461,00034815,00034608,00034407,00033428,00033610,00035779,00034724,00034462,00034485
00000012,00046966,00040891,00055382,00040891,0.87,0.68,00044360,00041227,00039510,00038676,00038032,00044338,00040992,00039079,00039024,00038258,00041898,00040498,00041487,00040921,00040063,00040206,00040391,00039776,00042858,00039587,00042674,00038787,00042112,00043063,00043861,00041384,00040289,00041753,00040601,00041025
