iteration,mean,best,worst,bsf,div,branch,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29
00000001,00121649,00110160,00139518,00108169,0.90,0.00,00105777,00108832,00099333,00104425,00109742,00111864,00111009,00103390,00104875,00108333,00111180,00109134,00109970,00118447,00106333,00104566,00104969,00105614,00110776,00106576,00110918,00110332,00105777,00107490,00104163,00108524,00113386,00107456,00114319,00107569
00000002,00115618,00105766,00131931,00104420,0.83,0.00,00099531,00102558,00097480,00099347,00102848,00105875,00108698,00100234,00099041,00102810,00108021,00106629,00108025,00113235,00097549,00103507,00104969,00102730,00108632,00105328,00107642,00107984,00104064,00106351,00102792,00104864,00106005,00105135,00107650,00103077
00000003,00113488,00103343,00130589,00102131,0.80,0.00,00096470,00100644,00094995,00099347,00098860,00105526,00105662,00100234,00098796,00101822,00104866,00104438,00107501,00102790,00094396,00103507,00104806,00100583,00103563,00101465,00105489,00103990,00101921,00103135,00101375,00103878,00106005,00104625,00105621,00097647
00000004,00112047,00101547,00130773,00100782,0.79,0.00,00095557,00098565,00093984,00098251,00098415,00104937,00105662,00099743,00097787,00101822,00102737,00103161,00105916,00099723,00093233,00102721,00104806,00100583,00101921,00100030,00103653,00103130,00098507,00099478,00100233,00101531,00106005,00101068,00103158,00097172
00000005,00110750,00100264,00128406,00099228,0.78,0.00,00094845,00096418,00092817,00096904,00098009,00104130,00105331,00098432,00097699,00101091,00102737,00103161,00104858,00099723,00092551,00100555,00104806,00096804,00099278,00096799,00098784,00102491,00094266,00097262,00098939,00099793,00100400,00101068,00101989,00094918
00000006,00109694,00098995,00128394,00098426,0.77,0.00,00094316,00096418,00092817,00096904,00097085,00102686,00105123,00098192,00095670,00101091,00102737,00101339,00104365,00099723,00091848,00096643,00104662,00096804,00098292,00095756,00098784,00101118,00093471,00094785,00096773,00099793,00099492,00100211,00101989,00093904
00000007,00108982,00098369,00127506,00097833,0.75,0.00,00090816,00095765,00092316,00096842,00097085,00101220,00104787,00096334,00094827,00101091,00102737,00101339,00104241,00099374,00090901,00096531,00103492,00096804,00098292,00095560,00098784,00100063,00093304,00094785,00096773,00099024,00099492,00100211,00101134,00091083
00000008,00108797,00097724,00127502,00097345,0.75,0.00,00089908,00093910,00091507,00096842,00097085,00097540,00104787,00095766,00094827,00101091,00102737,00100456,00104241,00098101,00089637,00095309,00103434,00096804,00098292,00095046,00098784,00100015,00093304,00094785,00096773,00098038,00099492,00100211,00101121,00090525
00000009,00108730,00097700,00127374,00096978,0.75,0.00,00089908,00093787,00090694,00096842,00095618,00096354,00104414,00095420,00094827,00099534,00102737,00100456,00103986,00097932,00088561,00094183,00103434,00096804,00098292,00094909,00098784,00099811,00092594,00093863,00096773,00097766,00099211,00100211,00101121,00090525
00000010,00108543,00097136,00127834,00096584,0.74,0.00,00089908,00093787,00090694,00096842,00095618,00096354,00104414,00094882,00094827,00098495,00102737,00100335,00103511,00096665,00088561,00094183,00101856,00096804,00098292,00094909,00098784,00098086,00092519,00093863,00096773,00096068,00097410,00100211,00099616,00090525
