iteration,mean,best,worst,bsf,div,branch,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29
00000001,00097140,00083112,00116474,00083111,0.93,0.83,00080239,00081398,00081623,00080656,00086047,00080814,00085862,00078250,00087507,00087407,00082398,00079549,00083578,00083461,00084985,00081591,00086217,00085154,00088473,00082372,00085816,00083569,00082241,00083825,00080967,00080930,00081848,00079967,00083793,00082809
00000002,00091798,00080000,00108707,00079930,0.88,0.68,00077833,00081243,00077557,00076184,00082857,00080268,00078765,00077969,00082309,00077814,00079123,00074466,00080680,00078455,00080391,00081591,00085651,00083933,00084934,00080760,00082629,00077988,00076975,00078081,00073786,00080930,00080301,00079798,00082579,00082068
00000003,00086777,00077310,00104458,00077298,0.72,0.58,00077833,00075806,00077404,00072949,00078331,00075236,00078218,00075427,00080756,00075581,00072906,00074466,00078041,00078455,00077361,00078945,00081681,00081364,00083257,00076060,00081563,00075152,00076107,00076598,00072687,00074587,00079158,00075449,00079777,00077813
00000004,00082459,00076575,00099904,00076575,0.53,0.56,00077833,00073735,00076951,00072321,00078223,00074868,00077748,00075427,00077972,00074459,00072411,00073776,00077952,00075502,00076675,00077822,00079959,00079487,00082293,00076060,00079877,00074956,00076107,00076598,00072593,00074587,00078070,00075449,00079777,00077772
00000005,00081125,00075613,00098282,00075613,0.47,0.58,00077833,00073735,00074784,00071014,00077410,00073454,00077748,00075427,00075101,00074459,00072313,00072239,00074346,00073327,00076675,00077596,00078682,00079487,00079540,00075965,00078530,00073935,00074819,00075577,00072593,00074587,00075104,00074573,00079777,00077772
00000006,00080636,00075304,00096891,00075285,0.48,0.58,00077833,00073562,00074784,00070278,00077410,00072936,00077444,00075427,00075101,00070831,00072313,00072239,00074346,00073327,00076675,00076345,00078682,00079487,00079279,00075965,00078243,00073935,00074454,00074244,00072593,00074587,00074377,00074573,00079777,00077503
00000007,00080515,00075029,00096851,00075028,0.51,0.58,00077833,00073562,00072714,00070278,00077410,00072191,00077444,00075427,00074990,00070831,00072270,00071271,00074346,00073327,00076675,00076345,00078682,00078664,00078978,00073729,00078243,00073935,00074454,00074244,00072593,00074587,00073988,00074573,00079777,00077503
00000008,00079883,00074629,00097303,00074629,0.47,0.58,00077833,00072734,00072714,00070278,00074562,00072191,00077444,00075427,00073966,00067807,00072270,00071271,00074346,00073327,00076675,00075178,00078682,00078664,00077409,00073729,00078243,00073935,00074454,00074244,00072125,00074587,00073988,00074573,00079603,00076616
00000009,00079753,00074279,00096786,00074278,0.46,0.57,00077833,00072397,00072714,00069835,00074562,00072191,00077444,00072777,00073966,00067278,00072270,00071271,00074346,00073327,00076675,00073608,00078366,00077826,00077167,00073729,00078243,00073935,00073301,00072320,00072125,00074587,00073988,00074573,00079154,00076559
00000010,00079564,00073967,00096608,00073966,0.47,0.57,00077833,00072397,00072428,00069737,00074562,00070595,00076997,00072777,00072945,00067278,00072270,00071271,00074346,00073327,00076675,00073608,00076079,00077826,00076237,00073729,00078243,00073935,00073301,00072194,00072125,00074248,00073988,00074253,00077604,00076189
