iteration,mean,best,worst,bsf,div,branch,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29
00000001,00122266,00106672,00143617,00106514,0.96,0.83,00101971,00106100,00111360,00106923,00107449,00103910,00101880,00103870,00101731,00102163,00111615,00102207,00108041,00112518,00106208,00109265,00110910,00106888,00108322,00103780,00106609,00105321,00110510,00103915,00104886,00109286,00108378,00115319,00102245,00101853
00000002,00117165,00103115,00137193,00102996,0.93,0.69,00099309,00102464,00109715,00106186,00101458,00102413,00101013,00102619,00097489,00099020,00106378,00094819,00100395,00106141,00099459,00107909,00106423,00105930,00106273,00099167,00105335,00103287,00104643,00101233,00104886,00105356,00102657,00110323,00097165,00100428
00000003,00112295,00099981,00132330,00099867,0.84,0.57,00095425,00099299,00103965,00104093,00099548,00096902,00092906,00100295,00092241,00095266,00106093,00091420,00100395,00104904,00099459,00105364,00105433,00103367,00103856,00095649,00098168,00099264,00101612,00100066,00103094,00104946,00095568,00105286,00094239,00097892
00000004,00106121,00098454,00125249,00098453,0.60,0.55,00094643,00098901,00102187,00101695,00097786,00093589,00092519,00096207,00092241,00095266,00104822,00090890,00100395,00101859,00097267,00103748,00102503,00099959,00101568,00095649,00098168,00099264,00101567,00097972,00099579,00103412,00095369,00104074,00092770,00097738
00000005,00103847,00097475,00123502,00097454,0.51,0.61,00093591,00097088,00101880,00101322,00095576,00093292,00091448,00096207,00092241,00095266,00103852,00089494,00100395,00101417,00095893,00102256,00101167,00098073,00101510,00094908,00097650,00099264,00098926,00095261,00098818,00103412,00094178,00101306,00090921,00097032
00000006,00103081,00096831,00122859,00096830,0.50,0.64,00093591,00096613,00100031,00098853,00095322,00093292,00091177,00096020,00091153,00094219,00103497,00089494,00100395,00098153,00094278,00101853,00099489,00097778,00101341,00094272,00097423,00099264,00098926,00095116,00098818,00103196,00094178,00101306,00090236,00095629
00000007,00102217,00096418,00122810,00096418,0.49,0.63,00093591,00096613,00099343,00098853,00094868,00093292,00091177,00095384,00089827,00093857,00103407,00089494,00099273,00097222,00094278,00101853,00097839,00097316,00101341,00094272,00095956,00099259,00098926,00095116,00098818,00102947,00093676,00101025,00089904,00093816
00000008,00102440,00096114,00123536,00096107,0.52,0.63,00093591,00096613,00098257,00097523,00094698,00092229,00091177,00094863,00089827,00093267,00103226,00089494,00098249,00097131,00094278,00101724,00097839,00097316,00100967,00093714,00095621,00099046,00098926,00095116,00098749,00102603,00093676,00100428,00089267,00093816
00000009,00102841,00095653,00125012,00095653,0.53,0.63,00093591,00096586,00096504,00097523,00094544,00090696,00091177,00094616,00088808,00092735,00101875,00089494,00098209,00097131,00094278,00101724,00097839,00097316,00100967,00093714,00092996,00097888,00096816,00095017,00098749,00102474,00092847,00100428,00089267,00093791
00000010,00102459,00095107,00123901,00095106,0.52,0.63,00092858,00095885,00095589,00097523,00094375,00090605,00091177,00094616,00088155,00092735,00099811,00089494,00097338,00096219,00094278,00101363,00097221,00095044,00100688,00093714,00092996,00094470,00096786,00094839,00098749,00100720,00092847,00100428,00089267,00093413
