iteration,mean,best,worst,bsf,div,branch,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29
00000001,00111236,00098377,00128955,00096079,0.85,0.00,00095578,00092079,00096284,00096288,00098989,00096292,00092314,00081437,00095241,00102134,00104350,00093394,00101161,00095459,00097321,00091798,00095139,00089195,00098525,00097868,00090600,00096370,00101446,00103997,00097122,00098935,00097419,00094929,00092828,00097890
00000002,00104040,00093528,00122758,00092055,0.78,0.00,00089583,00089344,00095120,00090405,00094986,00093336,00088084,00081437,00092707,00095017,00092829,00090196,00098219,00090568,00091967,00089035,00089947,00086351,00091658,00092774,00087821,00090829,00099022,00101205,00090714,00096504,00096189,00091442,00092828,00091542
00000003,00101503,00091137,00119722,00089918,0.74,0.00,00087606,00089344,00093396,00084687,00094943,00089086,00085576,00081437,00092045,00095017,00088667,00086010,00095644,00088025,00089479,00088730,00089947,00085541,00088783,00090109,00086651,00086967,00097920,00095493,00088808,00092055,00093570,00088983,00091900,00091121
00000004,00099497,00089314,00120002,00088422,0.72,0.00,00087606,00089344,00091576,00079232,00090239,00086443,00085576,00080065,00086977,00095017,00087862,00085844,00095048,00086764,00089479,00088730,00089855,00085523,00088592,00085472,00085228,00083882,00096989,00095083,00088585,00089209,00090911,00088268,00091833,00087441
00000005,00098248,00088281,00117763,00087416,0.70,0.00,00086462,00089344,00088760,00078626,00088039,00084485,00085349,00079891,00086977,00094799,00086055,00085630,00094764,00085648,00088842,00087144,00089745,00083963,00088305,00084964,00083933,00082622,00092391,00094307,00088585,00087973,00089553,00087532,00090351,00087441
00000006,00098014,00087270,00116454,00086759,0.70,0.00,00085480,00085354,00088700,00078626,00087404,00082811,00085349,00079891,00086977,00093675,00086055,00085630,00092344,00084731,00088842,00087144,00089418,00083496,00088305,00084964,00083688,00082622,00090177,00094307,00088315,00085562,00088661,00086474,00090351,00087441
00000007,00096464,00086498,00114724,00085899,0.67,0.00,00085480,00085354,00087128,00078626,00083498,00081359,00085042,00079276,00086977,00093675,00086055,00085572,00091240,00084254,00088027,00086494,00087417,00083038,00087896,00084309,00082345,00082622,00090177,00093614,00085959,00085013,00087976,00083417,00088471,00086668
00000008,00096021,00085785,00116172,00085361,0.66,0.00,00085480,00084756,00087128,00077275,00083498,00081018,00084817,00078166,00086977,00093675,00084536,00084773,00091240,00084254,00085857,00086494,00086917,00083038,00087300,00084309,00081296,00081496,00090177,00092769,00085959,00084482,00087976,00083417,00086479,00085296
00000009,00095126,00085179,00114981,00084872,0.64,0.00,00085480,00084756,00087128,00076641,00082467,00081018,00083205,00078166,00086977,00093675,00083994,00084773,00088567,00084254,00084460,00086494,00085378,00083038,00087300,00084309,00078748,00081496,00090177,00092769,00084302,00084482,00087976,00083417,00086479,00084256
00000010,00094972,00084780,00115543,00084316,0.65,0.00,00085324,00084756,00087128,00075925,00082011,00081018,00083205,00078166,00084140,00093675,00082701,00084773,00088567,00083540,00082891,00085407,00083266,00083038,00087300,00084309,00078748,00081496,00088059,00092769,00084302,00084482,00085214,00082558,00086479,00084256
00000011,00129413,00117313,00150793,00084316,0.64,0.00,00085324,00084756,00087128,00075925,00082011,00081018,00083205,00078166,00084140,00093675,00082701,00084773,00088567,00083540,00082891,00085407,00083266,00083038,00087300,00084309,00078748,00081496,00088059,00092769,00084302,00084482,00085214,00082558,00086479,00084256
