iteration,mean,best,worst,bsf,div,branch,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29
00000001,00145730,00127574,00168714,00127401,0.96,0.84,00132579,00122690,00118796,00132733,00118850,00125544,00127925,00131427,00123520,00132505,00133646,00131635,00126184,00130627,00123665,00128785,00125322,00128316,00127594,00127568,00127500,00128061,00129754,00131503,00124387,00125695,00126215,00123855,00125146,00130015
00000002,00141271,00122697,00163312,00122663,0.95,0.82,00127524,00122690,00112887,00122856,00115559,00122453,00126328,00130519,00120962,00128138,00128193,00123613,00119192,00130627,00118198,00124000,00118382,00119955,00123134,00120270,00126622,00127643,00124328,00124688,00124387,00119767,00113442,00123113,00116818,00123626
00000003,00134545,00118987,00155451,00118833,0.91,0.67,00113108,00117897,00110775,00122856,00115559,00116801,00118778,00125004,00113021,00124608,00128114,00123431,00114790,00127334,00118198,00120301,00118382,00115104,00119065,00115943,00121151,00123345,00122260,00115796,00117958,00118032,00112359,00120774,00113864,00120405
00000004,00128914,00116488,00149812,00116264,0.79,0.59,00112295,00114582,00110775,00122856,00115559,00113853,00116530,00124865,00112690,00118685,00122886,00120058,00113678,00119490,00113140,00115911,00117934,00112520,00115690,00115943,00120029,00121265,00114390,00110499,00116809,00112833,00111923,00118394,00113864,00117979
00000005,00123409,00114935,00142187,00114899,0.61,0.59,00109815,00108852,00110775,00121681,00115559,00112485,00116530,00123936,00110178,00115338,00121357,00118685,00113678,00118323,00110523,00115060,00116067,00112520,00114710,00115867,00118701,00119359,00112231,00109064,00116809,00109766,00110667,00116949,00113864,00117630
00000006,00121846,00113665,00142645,00113665,0.55,0.62,00109815,00108852,00110775,00120966,00114412,00109425,00116530,00119406,00110178,00115338,00119368,00116819,00112746,00117981,00108458,00114053,00112196,00112520,00114710,00113918,00117640,00118111,00112231,00109064,00115146,00109766,00107789,00111155,00113343,00117242
00000007,00120725,00113176,00140535,00113148,0.52,0.65,00109508,00108852,00110382,00120966,00112398,00109425,00114590,00119087,00110024,00115338,00118915,00115978,00112140,00116965,00107454,00114053,00112196,00110703,00114202,00113056,00115678,00118111,00112231,00109061,00114326,00109297,00107789,00111155,00113343,00117242
00000008,00120508,00112618,00142551,00112618,0.53,0.66,00109508,00108553,00109353,00120966,00112398,00108568,00112926,00117041,00110008,00114516,00118915,00115978,00111512,00116350,00107454,00114053,00112005,00110703,00114202,00110979,00115678,00118111,00112231,00108406,00114326,00105263,00107789,00110163,00113343,00117242
00000009,00119728,00112203,00140739,00112202,0.54,0.66,00109508,00106363,00109353,00120966,00112398,00107010,00112511,00113982,00108878,00114516,00118915,00115765,00111512,00116350,00106611,00114030,00110898,00110195,00114202,00109884,00115678,00118111,00112205,00108113,00114326,00105263,00107789,00110163,00113343,00117242
00000010,00119669,00111915,00140734,00111913,0.53,0.66,00109508,00106363,00108662,00120966,00112398,00106712,00112511,00113982,00108302,00114516,00118915,00115009,00111512,00114694,00106611,00112672,00110898,00110195,00113982,00109884,00115678,00115192,00112205,00108113,00114326,00105263,00107582,00110163,00113343,00117242
00000011,00172831,00160609,00192803,00111913,0.53,0.66,00109508,00106363,00108662,00120966,00112398,00106712,00112511,00113982,00108302,00114516,00118915,00115009,00111512,00114694,00106611,00112672,00110898,00110195,00113982,00109884,00115678,00115192,00112205,00108113,00114326,00105263,00107582,00110163,00113343,00117242
00000012,00148018,00133342,00167340,00130642,0.92,0.92,00132540,00123850,00127587,00131166,00126102,00128166,00123775,00134823,00123599,00133501,00140633,00130185,00140573,00129346,00135858,00130996,00129328,00128636,00136737,00123677,00131014,00131480,00131821,00134038,00126508,00132399,00124109,00136901,00126243,00133694
00000013,00138031,00123672,00158752,00121268,0.92,1.26,00114729,00120579,00122539,00123195,00115500,00123513,00118074,00126800,00120592,00123580,00121993,00115784,00125100,00116986,00122892,00125543,00121046,00118157,00116223,00116260,00124863,00122734,00127685,00126257,00121972,00118723,00124109,00123233,00117111,00122276
00000014,00133380,00119262,00153994,00116427,0.91,1.44,00114729,00112248,00114355,00114718,00115500,00121935,00115901,00116836,00114098,00115782,00119544,00113925,00125100,00112804,00120732,00117122,00118417,00117664,00111832,00113239,00120481,00116261,00116741,00115234,00112908,00113346,00122602,00118958,00115499,00114309
00000015,00130760,00117262,00152528,00114632,0.89,1.53,00113152,00112248,00114355,00114718,00115500,00119083,00111283,00113187,00112304,00115782,00119544,00113277,00122666,00112804,00112659,00117122,00118417,00113626,00111832,00108295,00114349,00116261,00116741,00115234,00112659,00111929,00122602,00116996,00108560,00111777
00000016,00129493,00116161,00148865,00112980,0.89,1.55,00113152,00112248,00114355,00112068,00113217,00113109,00111283,00113187,00112204,00111385,00119544,00106381,00122666,00112706,00112399,00112841,00117757,00113626,00110960,00104800,00114349,00111019,00116201,00115234,00112659,00110099,00117620,00114679,00108560,00109110
00000017,00128032,00115078,00147095,00111785,0.87,1.52,00109544,00112248,00112282,00110022,00113217,00113109,00111171,00113187,00109106,00111385,00119544,00106381,00118309,00112186,00107457,00112841,00114693,00111617,00109219,00104800,00114349,00111019,00112399,00115234,00111902,00108024,00117620,00114679,00108131,00107894
00000018,00127643,00114224,00146242,00110735,0.87,1.48,00107295,00112248,00112282,00110022,00110718,00113109,00107861,00113187,00109106,00111385,00111155,00106381,00118309,00110408,00107457,00110266,00113776,00110772,00106079,00104606,00114349,00111019,00111622,00115234,00110572,00108024,00117620,00114679,00107031,00105487
00000019,00126706,00113664,00146241,00110436,0.86,1.45,00107295,00112248,00109538,00108684,00110391,00113109,00105869,00113187,00108204,00111205,00111155,00106139,00118309,00110408,00107457,00110266,00113776,00110772,00105250,00104606,00114349,00111019,00111622,00115234,00110159,00108024,00117620,00114679,00107031,00105487
00000020,00126391,00113197,00146772,00109850,0.86,1.42,00107295,00110935,00109538,00108684,00108996,00113109,00105869,00110915,00108204,00111205,00111155,00106139,00117278,00110408,00107457,00109504,00113046,00108316,00105227,00104606,00114349,00109641,00111622,00115234,00106723,00108024,00115366,00114679,00106514,00105487
00000021,00125936,00112598,00145628,00109254,0.85,1.38,00107295,00110935,00109538,00108631,00108996,00113109,00105869,00110915,00106083,00111205,00111155,00105421,00117278,00109105,00107457,00109504,00113046,00108316,00105227,00104217,00114349,00109641,00111622,00111229,00106723,00108024,00113108,00110846,00105086,00103699
00000022,00168163,00151606,00191042,00109254,0.84,1.36,00107295,00110935,00109538,00108631,00108996,00113109,00105869,00110915,00106083,00111205,00111155,00105421,00117278,00109105,00107457,00109504,00113046,00108316,00105227,00104217,00114349,00109641,00111622,00111229,00106723,00108024,00113108,00110846,00105086,00103699
00000023,00141411,00127016,00160694,00124916,0.91,1.31,00132615,00127118,00120505,00125207,00124790,00129792,00123632,00119581,00124940,00121178,00126073,00122171,00126662,00127487,00131636,00125067,00126599,00126449,00134012,00122543,00125424,00128204,00117487,00118801,00129086,00120264,00120401,00117640,00130323,00121819
00000024,00138276,00124212,00159385,00121335,0.90,1.42,00126358,00121398,00118886,00117715,00121737,00122412,00118409,00119581,00116720,00121178,00125983,00122171,00120529,00123060,00125540,00124522,00123599,00122931,00124250,00118405,00122888,00124738,00117487,00118801,00121405,00116410,00117251,00117640,00129316,00118742
00000025,00136227,00119220,00157666,00118487,0.90,1.44,00118356,00120574,00114766,00117715,00117999,00114804,00115731,00118457,00116720,00119561,00122290,00117988,00120529,00123060,00116912,00122064,00120660,00122931,00117069,00115089,00119023,00119238,00117487,00114031,00121405,00116410,00116262,00117640,00121738,00118108
00000026,00135167,00120999,00155769,00117584,0.90,1.50,00118356,00118442,00114766,00117202,00113362,00114804,00115731,00118457,00116215,00118923,00120518,00117988,00120446,00121839,00116912,00120951,00120660,00122931,00117069,00111633,00119023,00117275,00112869,00114031,00121141,00116410,00116176,00114831,00121738,00116836
00000027,00134348,00119966,00154900,00116588,0.89,1.53,00116056,00117073,00114766,00113458,00113362,00110339,00115437,00118262,00114817,00118639,00120518,00114566,00119383,00121839,00116912,00116166,00120660,00122931,00117069,00111633,00119023,00117275,00112869,00114031,00118233,00116410,00113195,00114160,00121738,00116836
00000028,00133027,00119217,00152497,00115482,0.89,1.56,00116056,00117073,00114766,00113458,00113362,00110339,00115437,00118262,00114817,00113602,00120415,00113692,00113245,00121839,00113070,00116166,00120660,00120735,00117069,00109430,00119023,00114272,00108961,00114031,00118233,00116410,00112737,00109939,00121738,00115637
00000029,00132334,00118437,00152322,00114818,0.89,1.56,00116056,00116952,00114400,00113458,00113362,00110339,00115437,00117039,00112260,00111176,00120415,00113692,00110173,00121078,00112142,00116166,00118839,00115227,00117069,00109430,00119023,00114272,00108961,00114031,00117096,00116410,00112737,00109939,00121738,00115637
00000030,00131715,00117642,00151959,00113757,0.88,1.56,00111253,00116952,00113122,00111308,00112570,00110339,00114675,00117039,00112260,00111176,00116727,00113692,00110173,00120208,00112142,00116166,00118839,00115227,00112455,00109430,00116215,00114272,00108961,00114031,00114811,00111271,00110348,00109939,00121738,00115376
00000031,00130903,00117106,00151438,00113177,0.88,1.57,00111253,00115214,00113082,00111308,00112570,00110339,00112903,00117039,00109858,00111176,00116727,00111392,00110173,00120208,00111307,00116166,00118839,00114328,00112455,00109430,00116215,00114272,00107770,00114031,00113225,00111271,00110348,00105305,00121738,00115376
00000032,00130418,00116859,00152070,00112605,0.87,1.57,00110285,00115198,00113082,00110763,00112570,00110339,00111884,00114842,00109858,00111176,00116727,00111392,00110173,00120208,00110622,00116166,00118839,00112330,00112455,00109430,00115461,00114272,00107770,00109359,00113225,00111271,00108509,00105305,00120316,00114327
00000033,00164374,00146778,00187942,00112605,0.87,1.57,00110285,00115198,00113082,00110763,00112570,00110339,00111884,00114842,00109858,00111176,00116727,00111392,00110173,00120208,00110622,00116166,00118839,00112330,00112455,00109430,00115461,00114272,00107770,00109359,00113225,00111271,00108509,00105305,00120316,00114327
00000034,00138259,00124265,00157381,00121744,0.90,1.52,00114863,00126223,00119770,00125577,00129862,00123749,00116627,00125345,00125315,00122509,00120557,00117919,00124556,00124071,00126683,00120113,00117394,00125016,00125454,00120026,00119988,00113194,00123959,00110783,00121120,00123343,00121765,00117733,00127312,00121508
00000035,00136625,00122801,00156770,00119910,0.90,1.58,00114863,00124007,00119770,00119072,00125095,00119900,00116627,00123864,00120582,00122509,00120557,00117919,00124556,00119436,00123310,00120113,00117394,00116255,00123879,00116702,00116438,00113194,00121076,00110783,00121120,00123343,00119856,00116952,00127071,00121084
00000036,00134882,00121241,00154672,00117579,0.89,1.62,00114863,00118295,00112599,00119072,00120182,00119900,00116545,00114066,00120582,00122509,00120557,00111014,00118769,00118898,00118434,00118246,00117394,00114116,00123879,00115821,00114161,00113194,00121076,00110783,00121120,00116641,00115797,00112847,00124944,00121084
00000037,00133988,00120270,00153235,00116492,0.89,1.64,00114863,00118295,00112599,00119072,00118907,00119774,00115401,00114066,00114119,00122509,00119719,00111014,00118769,00114674,00118343,00118246,00115574,00114116,00123879,00113096,00114161,00113194,00115436,00110783,00118179,00116641,00115797,00112847,00122789,00117906
00000038,00133327,00119049,00152444,00115641,0.89,1.66,00114863,00115016,00112599,00119072,00118907,00119002,00112212,00112995,00114119,00122509,00114426,00111014,00118769,00112834,00117810,00118246,00115574,00111833,00120027,00113096,00114161,00109894,00115436,00110783,00118179,00116641,00115797,00112847,00122789,00117799
00000039,00132801,00119336,00152010,00115060,0.88,1.68,00114863,00115016,00112462,00119072,00118907,00118272,00112212,00112995,00114119,00122509,00113620,00111014,00116446,00112834,00116252,00117848,00115010,00111540,00118210,00113096,00112208,00109894,00115436,00109705,00116921,00116641,00115797,00112751,00122789,00113366
00000040,00131688,00118094,00151322,00114318,0.88,1.69,00114863,00115016,00112462,00119072,00118907,00118264,00110881,00112995,00114119,00116171,00113620,00111014,00116446,00112834,00114336,00117848,00111466,00110341,00113695,00113096,00112208,00109894,00114165,00108055,00116921,00116641,00115797,00112278,00122789,00113366
