iteration,mean,best,worst,bsf,div,branch,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29
00000001,00038612,00034720,00043335,00034690,0.97,0.79,00034488,00035499,00034582,00035694,00035951,00032975,00035409,00034677,00034669,00034673,00034297,00034934,00035225,00034711,00033219,00034194,00035134,00033891,00034670,00035560,00033847,00034217,00034369,00034838,00035247,00035162,00033161,00035451,00035745,00034228
00000002,00037561,00033854,00042675,00033783,0.94,0.67,00034092,00034380,00033428,00035083,00034924,00032975,00033527,00034061,00032368,00034014,00034276,00032789,00035183,00034166,00031106,00034194,00034717,00032856,00034027,00033697,00033360,00034217,00033879,00033767,00033838,00033937,00032907,00034885,00033266,00033599
00000003,00035904,00032828,00040561,00032824,0.83,0.57,00032665,00032542,00031490,00033547,00034226,00032318,00032165,00032838,00031992,00033725,00032718,00032454,00033940,00032529,00030727,00033673,00032292,00032856,00033575,00032984,00032969,00033423,00033509,00032819,00033003,00032810,00032677,00033920,00032421,00031932
00000004,00034141,00032448,00038805,00032429,0.57,0.57,00032665,00032272,00030617,00033215,00033583,00032274,00032089,00032332,00031218,00033206,00032061,00031979,00033304,00031886,00030351,00033673,00032292,00032856,00033516,00032935,00032691,00032783,00032835,00032496,00032309,00032335,00032415,00033384,00031934,00031381
00000005,00033733,00032255,00038544,00032227,0.51,0.59,00031981,00032038,00030475,00033215,00033148,00032274,00032036,00032210,00031218,00032926,00031587,00031808,00032908,00031841,00030210,00033217,00032010,00032777,00033516,00032935,00032401,00032480,00032665,00031994,00032261,00031766,00032415,00033233,00031915,00031360
00000006,00033423,00032071,00038063,00032070,0.45,0.60,00031402,00031834,00030426,00033215,00033148,00032132,00031795,00031999,00031218,00032926,00031467,00031722,00032573,00031400,00030147,00033217,00031587,00032408,00033516,00032911,00032132,00032350,00032594,00031813,00032148,00031711,00032415,00033066,00031508,00031344
00000007,00033319,00031871,00038638,00031871,0.44,0.62,00031402,00031611,00030281,00033127,00033019,00032014,00031795,00031999,00031218,00032614,00031349,00031722,00031356,00031078,00030147,00033217,00031587,00032408,00033161,00032892,00031194,00032350,00032057,00031633,00032046,00031700,00031929,00032553,00031341,00031344
00000008,00033222,00031769,00038247,00031768,0.47,0.61,00031180,00031609,00030140,00033127,00033019,00031914,00031795,00031936,00031218,00032487,00031135,00031652,00031306,00031078,00029632,00033217,00031349,00032405,00032948,00032892,00031194,00032255,00032015,00031617,00032046,00031486,00031811,00032399,00030854,00031344
00000009,00032986,00031650,00038007,00031650,0.43,0.61,00031040,00031459,00030140,00033059,00033019,00031381,00031795,00031936,00031218,00032394,00031016,00031649,00030987,00030804,00029630,00032938,00031349,00032005,00032948,00032892,00031194,00032189,00031979,00031597,00031927,00031301,00031668,00032241,00030561,00031199
00000010,00033059,00031558,00038473,00031556,0.46,0.61,00030828,00031419,00030093,00033059,00033019,00031381,00031795,00031815,00031026,00031909,00031016,00031649,00030914,00030804,00029630,00032938,00031349,00031757,00032948,00032687,00030915,00032189,00031606,00031597,00031927,00030956,00031463,00032241,00030561,00031199
00000011,00032886,00031461,00037959,00031461,0.45,0.60,00030787,00031164,00030093,00032962,00032923,00031285,00031707,00031815,00031026,00031639,00030990,00031649,00030914,00030690,00029630,00032626,00031198,00031616,00032948,00032356,00030888,00032068,00031606,00031597,00031825,00030632,00031454,00032185,00030361,00031199
00000012,00032985,00031317,00038493,00031317,0.49,0.60,00030787,00031124,00030093,00032962,00032156,00031285,00031310,00031815,00031026,00030904,00030783,00031376,00030914,00030690,00029630,00032462,00031118,00031616,00032948,00032356,00030888,00031738,00031603,00031343,00031388,00030529,00031239,00031984,00030361,00031082
00000013,00032773,00031264,00038296,00031263,0.46,0.59,00030787,00031085,00030026,00032861,00032156,00031285,00031238,00031806,00031026,00030904,00030783,00031277,00030914,00030675,00029630,00032462,00031078,00031201,00032948,00032136,00030838,00031583,00031603,00031266,00031388,00030529,00031014,00031984,00030361,00031064
00000014,00032579,00031170,00037947,00031169,0.45,0.59,00030711,00031075,00029728,00032561,00032075,00031285,00031238,00031806,00031026,00030904,00030591,00031277,00030914,00030431,00029630,00032462,00030803,00030941,00032797,00031951,00030760,00031298,00031603,00031253,00031388,00030519,00030877,00031796,00030361,00031029
00000015,00032608,00031087,00037868,00031086,0.48,0.59,00030711,00031075,00029544,00032529,00031774,00031088,00031238,00031806,00031026,00030904,00030528,00031064,00030914,00030227,00029630,00032069,00030764,00030941,00032790,00031951,00030760,00031009,00031546,00031052,00031388,00030519,00030717,00031653,00030361,00031029
00000016,00032545,00031068,00037833,00031062,0.45,0.59,00030711,00031075,00029544,00032529,00031774,00031088,00031238,00031806,00031026,00030816,00030528,00031064,00030743,00030227,00029630,00031953,00030764,00030941,00032790,00031609,00030760,00031009,00031546,00031040,00031388,00030519,00030717,00031653,00030361,00031029
00000017,00032483,00031025,00037981,00031024,0.46,0.59,00030543,00030977,00029301,00032529,00031774,00031088,00031238,00031785,00031026,00030816,00030528,00031064,00030743,00030227,00029630,00031953,00030757,00030941,00032790,00031563,00030760,00031009,00031315,00030973,00031388,00030519,00030717,00031393,00030361,00031029
00000018,00032414,00030973,00037904,00030972,0.45,0.58,00030543,00030977,00029301,00032529,00031388,00031088,00031056,00031785,00031026,00030738,00030501,00031064,00030530,00030227,00029630,00031937,00030757,00030900,00032790,00031563,00030760,00030916,00031315,00030973,00031388,00030179,00030684,00031281,00030317,00031029
00000019,00032502,00030916,00037744,00030915,0.48,0.58,00030543,00030977,00029301,00032529,00031388,00031088,00030531,00031719,00031026,00030617,00030501,00031064,00030410,00030227,00029630,00031867,00030757,00030900,00032790,00031291,00030760,00030916,00031271,00030973,00031388,00030146,00030684,00031260,00030180,00030743
00000020,00032345,00030903,00037607,00030902,0.46,0.58,00030457,00030977,00029301,00032529,00031388,00031088,00030531,00031719,00030968,00030601,00030501,00031064,00030410,00030147,00029630,00031867,00030745,00030900,00032790,00031291,00030760,00030916,00031271,00030973,00031388,00030145,00030623,00031193,00030180,00030729
00000021,00032305,00030872,00037938,00030872,0.46,0.58,00030350,00030977,00029301,00032529,00031287,00031088,00030481,00031694,00030961,00030508,00030501,00031064,00030410,00030147,00029630,00031867,00030441,00030900,00032790,00031246,00030760,00030916,00031089,00030969,00031388,00030145,00030623,00031193,00030180,00030729
00000022,00032360,00030828,00037851,00030828,0.48,0.57,00030300,00030956,00029301,00032505,00031287,00031088,00030481,00031694,00030961,00030508,00030501,00031064,00030389,00030147,00029630,00031579,00030441,00030900,00032790,00031246,00030760,00030916,00030913,00030858,00031388,00029937,00030296,00031193,00030180,00030642
00000023,00032337,00030792,00037657,00030791,0.48,0.57,00030252,00030954,00029301,00032505,00031284,00030960,00030423,00031694,00030961,00030508,00030501,00031064,00029962,00030002,00029630,00031579,00030441,00030900,00032790,00031246,00030716,00030916,00030913,00030858,00031149,00029937,00030296,00031193,00030180,00030642
00000024,00032360,00030763,00037757,00030763,0.48,0.57,00030252,00030954,00029301,00032505,00031284,00030960,00030423,00031694,00030961,00030508,00030501,00031064,00029869,00030002,00029630,00031579,00030278,00030900,00032664,00031246,00030716,00030763,00030913,00030858,00031126,00029937,00030128,00031193,00030042,00030642
00000025,00032301,00030747,00037679,00030746,0.49,0.57,00030185,00030954,00029301,00032505,00031145,00030960,00030423,00031694,00030953,00030486,00030501,00031064,00029747,00030002,00029630,00031503,00030278,00030900,00032664,00031246,00030708,00030763,00030867,00030858,00031126,00029937,00030128,00031193,00030042,00030642
00000026,00032122,00030741,00037630,00030741,0.46,0.57,00030185,00030954,00029301,00032505,00031145,00030960,00030423,00031651,00030953,00030486,00030501,00031064,00029747,00030002,00029630,00031503,00030278,00030900,00032664,00031246,00030698,00030763,00030858,00030858,00031014,00029937,00030128,00031193,00030042,00030642
00000027,00032172,00030721,00037616,00030721,0.47,0.57,00030185,00030954,00029301,00032505,00031145,00030960,00030423,00031651,00030953,00030486,00030501,00031064,00029558,00030002,00029630,00031503,00030149,00030900,00032664,00031246,00030622,00030652,00030858,00030825,00031014,00029937,00030128,00031193,00029989,00030642
00000028,00032245,00030717,00037522,00030716,0.49,0.57,00030185,00030954,00029301,00032448,00031145,00030960,00030423,00031651,00030953,00030438,00030501,00031064,00029558,00030002,00029630,00031503,00030149,00030900,00032664,00031246,00030622,00030652,00030858,00030825,00031014,00029937,00030128,00031188,00029989,00030607
00000029,00032137,00030696,00037382,00030696,0.48,0.57,00030185,00030954,00029301,00032436,00031145,00030960,00030423,00031632,00030953,00030438,00030501,00031064,00029538,00030002,00029630,00031372,00029919,00030900,00032509,00031246,00030580,00030652,00030858,00030825,00031014,00029937,00030128,00031188,00029989,00030607
00000030,00032188,00030671,00037701,00030667,0.48,0.57,00030073,00030954,00029301,00032436,00030998,00030960,00030423,00031569,00030953,00030386,00030501,00031064,00029538,00030002,00029630,00031372,00029919,00030900,00032509,00030889,00030580,00030652,00030776,00030825,00031014,00029937,00030128,00031152,00029970,00030607
00000031,00032166,00030624,00038090,00030624,0.47,0.57,00030073,00030954,00029301,00032436,00030998,00030960,00030423,00031569,00030953,00030386,00030501,00031064,00029538,00030002,00029630,00031019,00029919,00030900,00032424,00030535,00030566,00030652,00030681,00030825,00031014,00029885,00030128,00031152,00029856,00030387
00000032,00032185,00030593,00037250,00030592,0.49,0.56,00030034,00030954,00029301,00032372,00030980,00030960,00030423,00031569,00030953,00030385,00030501,00031064,00029538,00029970,00029630,00031019,00029919,00030900,00032266,00030535,00030304,00030652,00030681,00030825,00031014,00029828,00030128,00031152,00029838,00030078
00000033,00032185,00030571,00037640,00030571,0.50,0.56,00029999,00030954,00029301,00032372,00030920,00030960,00030423,00031569,00030953,00030365,00030501,00031064,00029538,00029837,00029630,00031015,00029919,00030900,00032266,00030535,00029963,00030615,00030681,00030825,00031014,00029828,00030128,00031152,00029838,00030078
00000034,00032013,00030526,00037778,00030525,0.47,0.57,00029999,00030767,00029301,00032372,00030920,00030960,00030322,00031569,00030953,00030196,00030501,00031064,00029486,00029805,00029627,00031015,00029856,00030900,00032009,00030535,00029963,00030615,00030681,00030748,00030973,00029828,00030128,00031152,00029823,00029707
00000035,00032084,00030476,00037564,00030475,0.46,0.56,00029999,00030767,00029301,00032372,00030784,00030844,00030322,00031555,00030953,00030196,00030501,00031064,00029424,00029805,00029627,00031015,00029777,00030900,00032009,00030344,00029963,00030601,00030640,00030748,00030973,00029047,00030128,00031152,00029823,00029636
00000036,00032002,00030459,00037491,00030458,0.50,0.56,00029999,00030767,00029301,00032372,00030747,00030844,00030322,00031509,00030953,00030196,00030501,00030979,00029424,00029750,00029627,00031009,00029714,00030836,00032009,00030344,00029963,00030601,00030640,00030748,00030973,00029047,00030128,00031152,00029823,00029481
00000037,00032037,00030430,00037259,00030429,0.49,0.57,00029999,00030737,00029301,00032372,00030747,00030825,00030322,00031509,00030924,00030196,00030501,00030979,00029424,00029739,00029627,00030838,00029714,00030836,00031977,00030344,00029963,00030601,00030640,00030748,00030973,00028766,00030128,00031152,00029819,00029183
00000038,00032079,00030386,00037612,00030386,0.52,0.56,00029999,00030737,00029301,00032372,00030656,00030825,00030322,00031509,00030924,00030196,00030501,00030979,00029286,00029690,00029627,00030838,00029714,00030529,00031918,00030344,00029963,00030601,00030547,00030748,00030973,00028766,00030103,00031152,00029819,00028648
00000039,00032046,00030377,00037814,00030377,0.50,0.56,00029999,00030737,00029301,00032230,00030656,00030777,00030322,00031509,00030924,00030196,00030501,00030979,00029286,00029690,00029627,00030838,00029714,00030529,00031908,00030344,00029963,00030601,00030499,00030748,00030973,00028766,00030100,00031140,00029819,00028644
00000040,00031917,00030365,00037139,00030364,0.47,0.56,00029999,00030737,00029301,00032226,00030656,00030777,00030322,00031509,00030924,00029920,00030501,00030979,00029286,00029690,00029627,00030838,00029714,00030529,00031908,00030344,00029861,00030601,00030499,00030748,00030973,00028766,00030100,00031140,00029819,00028644
00000041,00031939,00030352,00037559,00030351,0.48,0.55,00029999,00030737,00029301,00032136,00030656,00030777,00030322,00031509,00030924,00029920,00030501,00030943,00029286,00029690,00029627,00030838,00029714,00030529,00031908,00030344,00029861,00030489,00030499,00030677,00030973,00028766,00030057,00031140,00029787,00028644
00000042,00032016,00030337,00037297,00030336,0.51,0.55,00029999,00030737,00029301,00032136,00030656,00030777,00030322,00031509,00030924,00029920,00030501,00030943,00029286,00029690,00029627,00030838,00029714,00030529,00031908,00030292,00029861,00030489,00030499,00030400,00030973,00028766,00030057,00031140,00029658,00028644
