iteration,mean,best,worst,bsf,div,branch,mean_0,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,mean_17,mean_18,mean_19,mean_20,mean_21,mean_22,mean_23,mean_24,mean_25,mean_26,mean_27,mean_28,mean_29
00000001,00080647,00070776,00093186,00070464,0.93,0.75,00069088,00069483,00072055,00073749,00067576,00070718,00066544,00070979,00068751,00069915,00070138,00070626,00071664,00072138,00068087,00070797,00069008,00072216,00072183,00070534,00067501,00070674,00071427,00070578,00072476,00073011,00072867,00071203,00067488,00070451
00000002,00077912,00068835,00090404,00068617,0.92,0.77,00067478,00066511,00071481,00071697,00067576,00069642,00066544,00067458,00065085,00069915,00069528,00066849,00070802,00069640,00068087,00070499,00068502,00072018,00071747,00066049,00066889,00069974,00070084,00070578,00067473,00068827,00071548,00062430,00065350,00068271
00000003,00074083,00065794,00085614,00065772,0.86,0.65,00063641,00063000,00068518,00068036,00067084,00067208,00065099,00064289,00065085,00065274,00064910,00063687,00068560,00067901,00065919,00066182,00065596,00069574,00069308,00064366,00062718,00068166,00064118,00064241,00064076,00066381,00067491,00062430,00063671,00066632
00000004,00069852,00064169,00082023,00064143,0.67,0.56,00060682,00061835,00064970,00064760,00065249,00067208,00062120,00063666,00064795,00064057,00063509,00063454,00066364,00066253,00063067,00065279,00060414,00068364,00067546,00063960,00062251,00065979,00063962,00063939,00063066,00065191,00065539,00061037,00062971,00062806
00000005,00067324,00063610,00079297,00063579,0.51,0.57,00060682,00061370,00064756,00063173,00065081,00066290,00062107,00062328,00064054,00063708,00063171,00063140,00066364,00065138,00062779,00064393,00060414,00068364,00065653,00063765,00061334,00065645,00063842,00063939,00061358,00064958,00064744,00060804,00062131,00061892
00000006,00066631,00062994,00079109,00062993,0.48,0.60,00060239,00061370,00064591,00060045,00064797,00065829,00062107,00062328,00064054,00063708,00061538,00062143,00066364,00064681,00061090,00064057,00059766,00068164,00065653,00063052,00060870,00063824,00061689,00063571,00061000,00064447,00064744,00060804,00061396,00061892
00000007,00066136,00062572,00078018,00062571,0.47,0.59,00059947,00061370,00063728,00060045,00064797,00064197,00060922,00061694,00064054,00062219,00061084,00061606,00066364,00064627,00060843,00063793,00059766,00067799,00064948,00063052,00059408,00063824,00061689,00062681,00060548,00064320,00063731,00060804,00061396,00061892
00000008,00065896,00062181,00077893,00062163,0.46,0.61,00059947,00060215,00063694,00059511,00064797,00061869,00060922,00059772,00063389,00061868,00061084,00061537,00065685,00064511,00060843,00063793,00059108,00067799,00064948,00062969,00058733,00063824,00061029,00061625,00059941,00063809,00063731,00060657,00061396,00061892
00000009,00065516,00061912,00076600,00061911,0.46,0.59,00059947,00059851,00063694,00059511,00064042,00061639,00060922,00059521,00063175,00061868,00061084,00061257,00064773,00064511,00060310,00063298,00059108,00066135,00064948,00062949,00058641,00063313,00060382,00061625,00059941,00063809,00063219,00060657,00061396,00061824
00000010,00065245,00061693,00076445,00061693,0.45,0.59,00059512,00059713,00063633,00059511,00064042,00061639,00060922,00059228,00063120,00061300,00061084,00061257,00064354,00064511,00060310,00063298,00058379,00065701,00063444,00062949,00058483,00063313,00060022,00061625,00059941,00063523,00062545,00060657,00061396,00061388
00000011,00065332,00061544,00076682,00061543,0.47,0.59,00059512,00059713,00062800,00059511,00064042,00061639,00060922,00058871,00063120,00061300,00061084,00060596,00064354,00064511,00060174,00063298,00058379,00064415,00063444,00062949,00058452,00062833,00060022,00061625,00059941,00063523,00061839,00060657,00061396,00061388
00000012,00065350,00061426,00076906,00061408,0.48,0.58,00059512,00059713,00062800,00058898,00064042,00061246,00060390,00058748,00062836,00061300,00061084,00060596,00063739,00064043,00060144,00062803,00058379,00064415,00063444,00062949,00058452,00062833,00060022,00061625,00059740,00063228,00061839,00060657,00061396,00061388
00000013,00065274,00061042,00077578,00061041,0.46,0.59,00059067,00059713,00061883,00058766,00062480,00059730,00060387,00058646,00061994,00061300,00061084,00060596,00062228,00064043,00059608,00062803,00058379,00063190,00063444,00062949,00057812,00062626,00060022,00061625,00059740,00062968,00061839,00060657,00061396,00060279
00000014,00065277,00060958,00077226,00060957,0.50,0.58,00058552,00059142,00061883,00058346,00062480,00059028,00060387,00058646,00061994,00061300,00061084,00060546,00062228,00064043,00059608,00062803,00058379,00063190,00063444,00062949,00057812,00062354,00060022,00061625,00059740,00062968,00061839,00060657,00061396,00060279
00000015,00064808,00060832,00077438,00060831,0.44,0.57,00057518,00059142,00061883,00058346,00062480,00059028,00060319,00058646,00061868,00061300,00061084,00060495,00062044,00064043,00059608,00062803,00058379,00062950,00062881,00062460,00057812,00062354,00060022,00061625,00059355,00062968,00061839,00060657,00061396,00059640
00000016,00064934,00060678,00077218,00060678,0.46,0.56,00055373,00059142,00061258,00058346,00062480,00059028,00060319,00058646,00061868,00061300,00060607,00060495,00062044,00064043,00059608,00062803,00058186,00062020,00062881,00062460,00057812,00062144,00060022,00061625,00059355,00062968,00061839,00060657,00061372,00059640
00000017,00065147,00060560,00077830,00060560,0.47,0.56,00055373,00059142,00061258,00058346,00062480,00057907,00060031,00058646,00061868,00061300,00060240,00060495,00061976,00064043,00059608,00062803,00057463,00062020,00062881,00062460,00057812,00062144,00060022,00061625,00059355,00062597,00061839,00060657,00061223,00059186
00000018,00064919,00060540,00076485,00060540,0.45,0.56,00055373,00059142,00061030,00058346,00062480,00057907,00060031,00058646,00061868,00061300,00060240,00060495,00061976,00064043,00059608,00062803,00057215,00062020,00062881,00062460,00057812,00062022,00060022,00061625,00059355,00062597,00061839,00060657,00061223,00059186
00000019,00064885,00060506,00077361,00060506,0.45,0.56,00055373,00059142,00061030,00058346,00062480,00057907,00060031,00058646,00061784,00061300,00060240,00060495,00061976,00064043,00059608,00062803,00057215,00062020,00062881,00061555,00057812,00062022,00060022,00061625,00059355,00062597,00061839,00060657,00061223,00059159
00000020,00065008,00060469,00076776,00060469,0.47,0.56,00055373,00059142,00061030,00058346,00062480,00057907,00060031,00058193,00061784,00061300,00060240,00060049,00061976,00064043,00059608,00062803,00057215,00062020,00062672,00061555,00057812,00062022,00060022,00061625,00059355,00062597,00061839,00060657,00061223,00059159
00000021,00064832,00060396,00077066,00060392,0.46,0.55,00055373,00059142,00061030,00058346,00062167,00057784,00060031,00058193,00061784,00060745,00060240,00060049,00061161,00064043,00059608,00062803,00057215,00062020,00062672,00061048,00057812,00062022,00060022,00061625,00059355,00062597,00061839,00060657,00061223,00059159
00000022,00064864,00060311,00077418,00060310,0.46,0.55,00055373,00059142,00061030,00058346,00062167,00057651,00060031,00058193,00061309,00060234,00059736,00060049,00061161,00064043,00059608,00062803,00057215,00062020,00062672,00061048,00057558,00061979,00059549,00061625,00059301,00062597,00061839,00060657,00061223,00059159
00000023,00064651,00060216,00077688,00060215,0.45,0.55,00055373,00059142,00061030,00058346,00061809,00057526,00060031,00058193,00061309,00060234,00059736,00060049,00061161,00064043,00059608,00062803,00057215,00061051,00062672,00060607,00057558,00061979,00059549,00061625,00059301,00062597,00060885,00060657,00061223,00059159
00000024,00064883,00060152,00077057,00060138,0.48,0.54,00055373,00059124,00060876,00058346,00060908,00057526,00060031,00058193,00061309,00060234,00059736,00059809,00061161,00064043,00059608,00062803,00056795,00061051,00062672,00060020,00057558,00061979,00059549,00061625,00059301,00062597,00060885,00060657,00061223,00059159
00000025,00064616,00060012,00077864,00060011,0.46,0.54,00055373,00059124,00060876,00058346,00060189,00057526,00060031,00058193,00061309,00060234,00059736,00059809,00061161,00064043,00058047,00062803,00056795,00061051,00062672,00059936,00057558,00061394,00059549,00061625,00059252,00062597,00060885,00060657,00061223,00058357
00000026,00064861,00059931,00076925,00059931,0.48,0.53,00055373,00059070,00060876,00057898,00060189,00057526,00060031,00058193,00061309,00059746,00059736,00059541,00061161,00064043,00058047,00062803,00056795,00061051,00062672,00059936,00057558,00061394,00059285,00061365,00059057,00062597,00060450,00060657,00061223,00058357
00000027,00064633,00059882,00076252,00059882,0.48,0.53,00055373,00059070,00060876,00057898,00060189,00057526,00059901,00058193,00061309,00059746,00059736,00059061,00061161,00064043,00058047,00062803,00056795,00061051,00062428,00059936,00057558,00060776,00059285,00061365,00059057,00062597,00060450,00060657,00061223,00058357
00000028,00064707,00059856,00076769,00059855,0.48,0.53,00055373,00059070,00060876,00057898,00060189,00057258,00059901,00058193,00061309,00059746,00059543,00059061,00061161,00064043,00058047,00062803,00056795,00061051,00062428,00059936,00057558,00060776,00059285,00061365,00058750,00062597,00060450,00060637,00061223,00058357
00000029,00064782,00059739,00077842,00059739,0.49,0.52,00055373,00058129,00060829,00057875,00060189,00057258,00059901,00058193,00061309,00059746,00059543,00059061,00061161,00062998,00058047,00062803,00056795,00060091,00062428,00059447,00057558,00060776,00059285,00061365,00058750,00062597,00060450,00060637,00061223,00058357
00000030,00064477,00059720,00076910,00059652,0.47,0.52,00055373,00058129,00060829,00057875,00059893,00057163,00059901,00057927,00061309,00059746,00059543,00059061,00061068,00062998,00058047,00062308,00056795,00060091,00061440,00059447,00057558,00060776,00059285,00060986,00058750,00062597,00060450,00060637,00061223,00058357
00000031,00064845,00059724,00077706,00059584,0.49,0.52,00055373,00058129,00060829,00057875,00059893,00057163,00059901,00057927,00061309,00059746,00058793,00059061,00061068,00062998,00058047,00062308,00056795,00060018,00061282,00059447,00057558,00060776,00059285,00060956,00058750,00061961,00060450,00060258,00061223,00058357
00000032,00064275,00059570,00077982,00059570,0.47,0.52,00055373,00058129,00060829,00057875,00059893,00057163,00059901,00057927,00061309,00059746,00058793,00059061,00061068,00062998,00057905,00062308,00056795,00060018,00061282,00059178,00057558,00060776,00059285,00060956,00058750,00061961,00060450,00060258,00061207,00058357
00000033,00064550,00059648,00076286,00059495,0.50,0.52,00055373,00058129,00060829,00057875,00059893,00057163,00059901,00057927,00061309,00059746,00058793,00058939,00061068,00062998,00057905,00062308,00056795,00060018,00061282,00059178,00057558,00060776,00059285,00060956,00058554,00061961,00059878,00058892,00061207,00058357
00000034,00064351,00059575,00076869,00059438,0.48,0.52,00055373,00057221,00060829,00057875,00059893,00057163,00059901,00057927,00061309,00059593,00058793,00058939,00061068,00062998,00057905,00062308,00056795,00060018,00061282,00059076,00057558,00060226,00059285,00060956,00058554,00061961,00059878,00058892,00061207,00058357
00000035,00064421,00059509,00077399,00059366,0.48,0.52,00055373,00057221,00060829,00057875,00059020,00057115,00059901,00057927,00061309,00059593,00058793,00058939,00061068,00062998,00057905,00062308,00056795,00060018,00061282,00057977,00057558,00060226,00059285,00060837,00058554,00061961,00059878,00058892,00061207,00058357
00000036,00064488,00059367,00076830,00059366,0.49,0.51,00055373,00057221,00060829,00057875,00059020,00057115,00059901,00057927,00061309,00059593,00058793,00058939,00061068,00062998,00057905,00062308,00056795,00060018,00061282,00057977,00057558,00060226,00059285,00060837,00058554,00061961,00059878,00058892,00061207,00058357
00000037,00064545,00059359,00077441,00059342,0.49,0.51,00055373,00057221,00060829,00057875,00059020,00057115,00059195,00057927,00061309,00059572,00058793,00058939,00061068,00062998,00057905,00062308,00056795,00060018,00061282,00057977,00057558,00060226,00059285,00060837,00058554,00061961,00059878,00058892,00061207,00058357
00000038,00064350,00059338,00076380,00059303,0.48,0.51,00055373,00057221,00060829,00057875,00059020,00057115,00059195,00057927,00061309,00059542,00058793,00058503,00061068,00062998,00057905,00062308,00056795,00060018,00061282,00057977,00057558,00060226,00059285,00060837,00058554,00061961,00059878,00058892,00060489,00058357
00000039,00064437,00059417,00076627,00059288,0.50,0.51,00055373,00057221,00060829,00057875,00059020,00057115,00059195,00057927,00061309,00059542,00058793,00058503,00061068,00062998,00057905,00062308,00056795,00060018,00061282,00057977,00057558,00060226,00059285,00060542,00058554,00061961,00059878,00058746,00060489,00058357
00000040,00064544,00059434,00077074,00059268,0.50,0.51,00055373,00057221,00060829,00057875,00059020,00057115,00059195,00057927,00061309,00059542,00058545,00058503,00060914,00062998,00057905,00062308,00056795,00060018,00061282,00057783,00057558,00060226,00059285,00060542,00058554,00061961,00059878,00058746,00060489,00058357
00000041,00064401,00059220,00077698,00059219,0.48,0.51,00055373,00057221,00060829,00057875,00059020,00057115,00059195,00057927,00061309,00059542,00058545,00058503,00060914,00062998,00057905,00062308,00056795,00058606,00061282,00057783,00057558,00060226,00059285,00060542,00058554,00061961,00059878,00058746,00060435,00058357
00000042,00064634,00059219,00076204,00059202,0.50,0.51,00055373,00057221,00060689,00057875,00059020,00057115,00059195,00057927,00061309,00059542,00058545,00058503,00060914,00062998,00057905,00062308,00056795,00058606,00061282,00057783,00057558,00060226,00059285,00060542,00058189,00061961,00059878,00058746,00060435,00058357
00000043,00064436,00059333,00078153,00059193,0.48,0.51,00055373,00057221,00060689,00057875,00059020,00057115,00059195,00057927,00061309,00059542,00058545,00058503,00060914,00062998,00057905,00062308,00056795,00058606,00060994,00057783,00057558,00060226,00059285,00060542,00058189,00061961,00059878,00058746,00060435,00058357
00000044,00064373,00059287,00076648,00059184,0.49,0.52,00055373,00057221,00060689,00057875,00059020,00057115,00059195,00057927,00061309,00059542,00058545,00058503,00060914,00062998,00057905,00062308,00056795,00058606,00060994,00057783,00057558,00060226,00059285,00060542,00058189,00061961,00059878,00058657,00060435,00058190
00000045,00064421,00059223,00077964,00059184,0.49,0.52,00055373,00057221,00060689,00057875,00059020,00057115,00059195,00057927,00061309,00059542,00058545,00058503,00060914,00062998,00057905,00062308,00056795,00058606,00060994,00057783,00057558,00060226,00059285,00060542,00058189,00061961,00059878,00058657,00060435,00058190
00000046,00064153,00059168,00077004,00059168,0.47,0.52,00055373,00057221,00060689,00057377,00059020,00057115,00059195,00057927,00061309,00059542,00058545,00058503,00060914,00062998,00057905,00062308,00056795,00058606,00060994,00057783,00057558,00060226,00059285,00060542,00058189,00061961,00059878,00058657,00060435,00058190
00000047,00064486,00059177,00077609,00059160,0.48,0.52,00055373,00057221,00060689,00057377,00059020,00057115,00059195,00057927,00061092,00059542,00058545,00058503,00060914,00062998,00057905,00062308,00056795,00058606,00060994,00057783,00057558,00060226,00059285,00060542,00058189,00061961,00059878,00058657,00060435,00058190
00000048,00064306,00059209,00077191,00059073,0.48,0.52,00055373,00057221,00060689,00057377,00057897,00057115,00059191,00057927,00060659,00059542,00058545,00058503,00060914,00062998,00057505,00062308,00056795,00058606,00060994,00057783,00057558,00060226,00058857,00060542,00058189,00061742,00059878,00058657,00060435,00058190
00000049,00064198,00059090,00076097,00059073,0.49,0.52,00055373,00057221,00060689,00057377,00057897,00057115,00059191,00057927,00060659,00059542,00058545,00058503,00060914,00062998,00057505,00062308,00056795,00058606,00060994,00057783,00057558,00060226,00058857,00060542,00058189,00061742,00059878,00058657,00060435,00058190
00000050,00064328,00059033,00076642,00059032,0.49,0.52,00055373,00057221,00060689,00057377,00057897,00057115,00059191,00057927,00060659,00059542,00058545,00058503,00060914,00062998,00057505,00062308,00056795,00058484,00060994,00057783,00057558,00059843,00058857,00060542,00058096,00061109,00059878,00058657,00060435,00058190
00000051,00064501,00059189,00077558,00059023,0.50,0.51,00055373,00057221,00060689,00057377,00057897,00057115,00059191,00057927,00060659,00059542,00058545,00058503,00060914,00062998,00057505,00062308,00056795,00058484,00060901,00057783,00057558,00059843,00058857,00060542,00058096,00060951,00059878,00058657,00060419,00058190
00000052,00064477,00059043,00077312,00059020,0.51,0.51,00055373,00057221,00060689,00057377,00057897,00057115,00059191,00057927,00060659,00059542,00058545,00058503,00060914,00062998,00057505,00062308,00056795,00058484,00060901,00057670,00057558,00059843,00058857,00060542,00058096,00060951,00059878,00058657,00060419,00058190
00000053,00064143,00058977,00077702,00058960,0.47,0.52,00055373,00057221,00060689,00057377,00057149,00056895,00059191,00057190,00060659,00059542,00058545,00058503,00060827,00062998,00057505,00062308,00056795,00058484,00060901,00057670,00057558,00059843,00058857,00060542,00058096,00060951,00059878,00058657,00060419,00058190
00000054,00064411,00058948,00077447,00058948,0.51,0.51,00055373,00057221,00060324,00057377,00057149,00056895,00059191,00057190,00060659,00059542,00058545,00058495,00060827,00062998,00057505,00062308,00056795,00058484,00060901,00057670,00057558,00059843,00058857,00060542,00058096,00060951,00059878,00058657,00060419,00058190
00000055,00064454,00058940,00077182,00058940,0.50,0.51,00055373,00057221,00060324,00057377,00057149,00056895,00059191,00057190,00060659,00059542,00058545,00058495,00060827,00062998,00057505,00062308,00056795,00058484,00060901,00057670,00057558,00059843,00058857,00060317,00058096,00060951,00059878,00058657,00060419,00058190
00000056,00064430,00059014,00077257,00058876,0.50,0.51,00055373,00057221,00060324,00057377,00057149,00056895,00059191,00057190,00060659,00058883,00058545,00058495,00060827,00062998,00057505,00062308,00056795,00058484,00060901,00057670,00057558,00059843,00058857,00060317,00058096,00060951,00059878,00058657,00060419,00056941
00000057,00064419,00059047,00076351,00058871,0.49,0.51,00055373,00057049,00060324,00057377,00057149,00056895,00059191,00057190,00060659,00058883,00058545,00058495,00060827,00062998,00057505,00062308,00056795,00058484,00060901,00057670,00057558,00059843,00058857,00060317,00058096,00060951,00059878,00058657,00060419,00056941
00000058,00064253,00058871,00077400,00058871,0.49,0.51,00055373,00057049,00060324,00057377,00057149,00056895,00059191,00057190,00060659,00058883,00058545,00058495,00060827,00062998,00057505,00062308,00056795,00058484,00060901,00057670,00057558,00059843,00058857,00060317,00058096,00060951,00059878,00058657,00060419,00056941
