iteration,mean,best,worst,bsf,bsfAdj,div,branch
00000001,00029869,00025434,00036442,00025434,00025434,0.95,2.60
00000002,00029591,00025131,00036248,00024824,00024824,0.95,3.47
00000003,00029628,00025246,00036183,00024517,00024517,0.96,4.12
00000004,00029664,00025484,00036157,00024427,00024427,0.95,4.63
00000005,00029316,00024917,00035596,00024190,00024190,0.95,5.08
00000006,00029232,00024886,00035295,00024023,00024023,0.95,5.42
00000007,00029452,00025134,00036282,00023915,00023915,0.95,5.71
00000008,00029259,00024734,00035385,00023829,00023829,0.95,5.93
00000009,00029278,00025163,00035976,00023751,00023751,0.95,6.10
00000010,00029066,00024852,00035859,00023694,00023694,0.95,6.21
00000011,00029164,00024725,00035863,00023559,00023559,0.95,6.33
00000012,00028896,00024575,00035295,00023483,00023483,0.95,6.42
00000013,00028758,00024291,00034988,00023382,00023382,0.95,6.48
00000014,00028777,00024428,00035483,00023309,00023309,0.95,6.52
00000015,00028738,00024256,00035264,00023229,00023229,0.96,6.55
00000016,00028839,00024237,00035336,00023213,00023213,0.95,6.53
00000017,00028566,00024177,00035143,00023164,00023164,0.95,6.52
00000018,00028661,00024377,00035131,00023137,00023137,0.95,6.50
00000019,00028477,00023963,00035088,00022987,00022987,0.95,6.49
00000020,00028570,00024175,00035115,00022926,00022926,0.95,6.47
00000021,00028222,00023675,00034315,00022774,00022774,0.95,6.46
00000022,00028135,00024143,00034464,00022724,00022724,0.95,6.46
00000023,00028224,00023843,00034940,00022664,00022664,0.95,6.44
00000024,00028068,00023769,00034595,00022576,00022576,0.95,6.44
00000025,00028029,00023845,00034187,00022575,00022575,0.95,6.46
00000026,00028164,00023792,00034738,00022514,00022514,0.95,6.43
00000027,00027925,00023531,00034190,00022422,00022422,0.95,6.40
00000028,00027858,00023673,00033974,00022361,00022361,0.95,6.39
00000029,00027754,00023720,00034293,00022304,00022304,0.95,6.37
00000030,00027792,00023711,00034478,00022294,00022294,0.95,6.36
00000031,00027555,00023533,00033416,00022255,00022255,0.95,6.38
00000032,00027514,00023233,00033164,00022182,00022182,0.95,6.37
00000033,00027515,00023378,00034067,00022077,00022077,0.95,6.37
00000034,00027476,00023422,00033528,00022071,00022071,0.95,6.36
00000035,00027558,00023147,00034007,00022032,00022032,0.95,6.34
00000036,00027247,00023062,00033846,00022000,00022000,0.95,6.32
00000037,00027212,00023208,00033253,00022000,00022000,0.95,6.28
00000038,00027201,00023083,00033597,00021977,00021977,0.95,6.26
00000039,00027377,00023060,00033978,00021918,00021918,0.95,6.25
00000040,00026962,00022849,00033337,00021789,00021789,0.95,6.22
00000041,00027104,00022882,00033650,00021770,00021770,0.95,6.20
00000042,00026999,00023116,00033269,00021767,00021767,0.95,6.18
00000043,00026915,00022832,00033605,00021735,00021735,0.95,6.16
00000044,00026974,00022965,00033132,00021716,00021716,0.95,6.15
00000045,00026848,00022463,00032905,00021638,00021638,0.95,6.12
00000046,00026826,00022745,00033370,00021576,00021576,0.95,6.08
00000047,00027138,00022850,00034041,00021505,00021505,0.95,6.07
00000048,00026739,00022495,00032948,00021484,00021484,0.95,6.05
00000049,00026791,00022798,00033397,00021481,00021481,0.95,6.03
00000050,00026680,00022543,00033079,00021442,00021442,0.95,6.02
00000051,00026616,00022674,00033151,00021442,00021442,0.95,6.00
00000052,00026669,00022436,00033689,00021386,00021386,0.95,5.98
00000053,00026446,00022365,00033268,00021370,00021370,0.95,5.95
00000054,00026500,00022370,00032876,00021317,00021317,0.95,5.94
00000055,00026319,00022282,00032293,00021279,00021279,0.95,5.90
00000056,00026218,00022263,00032699,00021195,00021195,0.95,5.88
00000057,00026267,00022051,00032892,00021104,00021104,0.95,5.85
