iteration,mean,best,worst,bsf,bsfAdj,div,branch
00000001,00035600,00029236,00043921,00029236,00029236,0.95,0.97
00000002,00035135,00028884,00043091,00028308,00028308,0.95,1.18
00000003,00035432,00029178,00043271,00027955,00027955,0.95,1.31
00000004,00035333,00028708,00043094,00027557,00027557,0.95,1.43
00000005,00035276,00028939,00043134,00027514,00027514,0.95,1.44
00000006,00034806,00028409,00043514,00027220,00027220,0.95,1.51
00000007,00035320,00029066,00042823,00027103,00027103,0.95,1.53
00000008,00035341,00028885,00043575,00027078,00027078,0.95,1.56
00000009,00035101,00028646,00043229,00026968,00026968,0.95,1.61
00000010,00034974,00028523,00042801,00026862,00026862,0.95,1.62
00000011,00035115,00029154,00042816,00026850,00026850,0.95,1.53
00000012,00035232,00028614,00043347,00026748,00026748,0.95,1.55
00000013,00034991,00028519,00042346,00026700,00026700,0.95,1.60
00000014,00035094,00028626,00043280,00026697,00026697,0.95,1.58
00000015,00034874,00028453,00043003,00026621,00026621,0.95,1.55
00000016,00034587,00028224,00042223,00026521,00026521,0.95,1.55
00000017,00034865,00028569,00042999,00026442,00026442,0.95,1.56
00000018,00034757,00028699,00043167,00026382,00026382,0.95,1.55
00000019,00034580,00028332,00042449,00026351,00026351,0.95,1.53
00000020,00034708,00028299,00042540,00026259,00026259,0.95,1.50
00000021,00034699,00028407,00043877,00026254,00026254,0.95,1.49
00000022,00034769,00028084,00042438,00026100,00026100,0.95,1.51
00000023,00034986,00028352,00043187,00026044,00026044,0.95,1.52
00000024,00034637,00028411,00041914,00026016,00026016,0.95,1.54
00000025,00034533,00028176,00041873,00025983,00025983,0.95,1.82
00000026,00034227,00028136,00042583,00025962,00025962,0.95,1.81
00000027,00034343,00027760,00042440,00025927,00025927,0.95,1.82
00000028,00034386,00027787,00041769,00025876,00025876,0.95,1.82
00000029,00034236,00027955,00042270,00025838,00025838,0.95,1.80
00000030,00034407,00027636,00041884,00025767,00025767,0.95,1.80
00000031,00034384,00028303,00042299,00025748,00025748,0.95,1.78
00000032,00034319,00027731,00042303,00025712,00025712,0.95,1.78
00000033,00034193,00027745,00042222,00025697,00025697,0.95,1.75
00000034,00034129,00027985,00041936,00025697,00025697,0.95,1.71
00000035,00033944,00027956,00041834,00025606,00025606,0.95,1.72
00000036,00034207,00028246,00041986,00025606,00025606,0.95,1.71
00000037,00034138,00027989,00041174,00025586,00025586,0.95,1.68
00000038,00034043,00027853,00041705,00025586,00025586,0.95,1.66
00000039,00034135,00027878,00041111,00025501,00025501,0.95,1.67
00000040,00034074,00028084,00041992,00025501,00025501,0.95,1.65
00000041,00034104,00027954,00041428,00025494,00025494,0.95,1.65
00000042,00033894,00027900,00041483,00025464,00025464,0.95,1.63
00000043,00033881,00027752,00041761,00025433,00025433,0.95,1.62
00000044,00033624,00027219,00041559,00025395,00025395,0.95,1.62
00000045,00033488,00027315,00041226,00025365,00025365,0.95,1.63
00000046,00033698,00027352,00040998,00025348,00025348,0.95,1.64
00000047,00033479,00027375,00041753,00025244,00025244,0.95,1.64
00000048,00033755,00027397,00042275,00025221,00025221,0.95,1.65
00000049,00033388,00027463,00041179,00025221,00025221,0.95,1.64
00000050,00033291,00027155,00041100,00025115,00025115,0.95,1.79
00000051,00033721,00027275,00041581,00025115,00025115,0.95,1.78
00000052,00033357,00026824,00041326,00025093,00025093,0.95,1.77
00000053,00033486,00027017,00041991,00025050,00025050,0.95,1.76
00000054,00033516,00026892,00041288,00024988,00024988,0.95,1.77
00000055,00033141,00027081,00041236,00024988,00024988,0.95,1.76
00000056,00033139,00026580,00040915,00024959,00024959,0.95,1.75
00000057,00033089,00026805,00040877,00024948,00024948,0.95,1.75
